"Descripcio";"Nom_comercial";"Codi_carrer";"Nom_carrer";"Numero_inf";"Lletra_inf";"Accessori_inf";"Numero_sup";"Lletra_sup";" Accessori_sup";"Escala";"Pis";"Porta";"Id_edifici";"utm_x_etrs89";" utm_y_etrs89";"lon";"lat"
"NOTARIA";"";"0166";"CREU";"24";"";"N";"";"";"N";"";"EN";"";"1438";"485212";"4647108";"2,82150653";"41,97582938"
"ODONTOLOGIA";"CLINICA DENTAL DRA. ADRIANA M. SARTORIO";"0166";"CREU";"5";"";"N";"";"";"N";"";"03";"3";"1528";"485342";"4647026";"2,82307769";"41,97509326"
"OFICINA ADMINISTRATIVA D'UNA MÚTUA D'ACCIDENTS DE TREBALL";"FRATERNIDAD MUPRESPA";"0166";"CREU";"37";"";"N";"";"";"N";"";"ENT";"2A";"2620";"485082";"4647086";"2,81993798";"41,97562878"
"OFICINA BANCÀRIA";"BANQUE CHAABI DU MAROC";"0166";"CREU";"2";"B";"N";"";"";"N";"";"BS";"";"1530";"485361";"4647074";"2,82330582";"41,97552594"
"OFICINA BANCÀRIA";"CAIXA TERRASSA (BBVA)";"0166";"CREU";"24";"";"N";"";"";"N";"";"BS";"1";"1438";"485212";"4647108";"2,82150653";"41,97582938"
"OFICINA BANCÀRIA";"LA CAIXA";"0166";"CREU";"31";"";"N";"";"";"N";"";"BS";"";"1493";"485164";"4647069";"2,82092815";"41,97547722"
"OFICINA CONSULAR";"CONSULADO DE MARRUECOS";"0166";"CREU";"9";"";"N";"";"";"N";"";"BS";"";"1526";"485305";"4647043";"2,82263067";"41,97524569"
"OFICINA D'ASSEGURANCES";"SEGUROS BILBAO";"0166";"CREU";"45";"";"N";"";"";"N";"";"EN";"";"2641";"485003";"4647121";"2,81898355";"41,97594252"
"OFICINA DE CONCILIACIÓ, MEDIACIÓ I ARBITRATGE DE CONFLICTES LABORALS";"DELEGACIÓ DE GIRONA DEL TRIBUNAL LABORAL DE CATALUNYA";"0166";"CREU";"30";"";"N";"";"";"N";"";"01";"";"1439";"485192";"4647113";"2,82126500";"41,97587404"
"OFICINA IMMOBILIÀRIA";"TOT IMMOBLES";"0166";"CREU";"46";"";"S";"";"";"N";"";"BS";"1";"2688";"485049";"4647153";"2,81953796";"41,97623160"
"OFICINA PARTIT POLÍTIC";"CIUTADANS";"0166";"CREU";"14";"";"N";"";"";"N";"";"EN";"D";"1455";"485287";"4647086";"2,82241234";"41,97563264"
"OFICINES COMERCIALS D'ATENCIÓ A MUTUALISTES I ASSOCIATS";"MUTUA LA ALIANZA";"0166";"CREU";"45";"";"S";"";"";"N";"";"BS";"2";"2641";"485003";"4647121";"2,81898355";"41,97594252"
"PEIXATERIA";"PEIX DE LA TEVA COSTA";"0166";"CREU";"43";"";"N";"";"";"N";"";"BS";"C";"2633";"485031";"4647117";"2,81932161";"41,97590702"
"PERRUQUERIA, CENTRE D'ESTÈTICA I MASSATGES";"SUNSHINE";"0166";"CREU";"22";"";"N";"";"";"N";"";"BS";"";"1459";"485238";"4647100";"2,82182055";"41,97575781"
"REPARACIO ELECTRODOMESTICS";"ARMANGUE";"0166";"CREU";"55";"";"S";"";"";"N";"";"BS";"2";"2661";"484920";"4647149";"2,81798101";"41,97619312"
"SERVEIS ADMINISTRATIUS";"ASISGRUP";"0166";"CREU";"34";"";"N";"";"";"N";"";"01";"2";"1420";"485146";"4647123";"2,82070952";"41,97596324"
"SERVEIS INTEGRALS DE CORREUS";"UNIPOST";"0166";"CREU";"6";"";"N";"";"";"N";"";"BS";"1";"1531";"485339";"4647080";"2,82304013";"41,97557957"
"SUPERMERCAT ALIMENTACIÓ";"DOS MIL";"0166";"CREU";"32";"";"N";"";"";"N";"";"BS";"";"1419";"485168";"4647118";"2,82097519";"41,97591862"
"SUPERSERVEI";"SPAR";"0166";"CREU";"33";"";"N";"35";"";"N";"";"BS";"1";"2621";"485114";"4647081";"2,82032434";"41,97558435"
"TRADUCCIONS I SERVEIS";"ARABIKA";"0166";"CREU";"16";"";"N";"";"";"N";"";"BS";"";"1456";"485274";"4647088";"2,82225538";"41,97565041"
"VDA.MN. D'APARELLS FOTOGRAFICS";"FOTO VIDEO MACHUCA";"0166";"CREU";"36";"";"N";"38";"";"N";"";"BS";"3";"2685";"485105";"4647136";"2,82021432";"41,97607955"
"VENDA AL DETALL DE FLORS";"FLORISTERIA JUMEL";"0166";"CREU";"42";"";"N";"";"";"N";"";"BS";"2";"2686";"485080";"4647143";"2,81991239";"41,97614212"
"VENDA AL DETALL OPTICA";"OPTICA SOLA";"0166";"CREU";"33";"";"N";"35";"";"N";"";"BS";"3";"2621";"485114";"4647081";"2,82032434";"41,97558435"
"VENDA CONFECCIO TOT TIPUS I CALCAT FI";"ELENA ROSSINI";"0166";"CREU";"33";"";"N";"35";"";"N";"";"BS";"2";"2621";"485114";"4647081";"2,82032434";"41,97558435"
"VENDA D'ARTICLES DE DROGUERIA, PERFUMERIA, HIGIENE I ALTRES";"CLAREL";"0166";"CREU";"39";"";"N";"";"";"N";"";"BS";"3";"2634";"485054";"4647103";"2,81959958";"41,97578137"
"VENDA DE MENJARS PER EMPORTAR";"HAPPY GIRONA";"0166";"CREU";"33";"";"N";"35";"";"N";"";"BS";"4";"2621";"485114";"4647081";"2,82032434";"41,97558435"
"VENDA DE PA I PASTISSERIA SENSE OBRADOR";"SWEETS";"0166";"CREU";"43";"";"N";"";"";"N";"";"BS";"B";"2633";"485031";"4647117";"2,81932161";"41,97590702"
"VENDA DE PRODUCTES D'ALIMENTACIÓ";"BONÀREA";"0166";"CREU";"47";"";"N";"";"";"N";"";"BS";"";"2653";"484984";"4647133";"2,81875391";"41,97605023"
"VENDA DE ROBA";"BOUTIQUE PARIS";"0166";"CREU";"36";"";"N";"38";"";"N";"";"BS";"1";"2685";"485105";"4647136";"2,82021432";"41,97607955"
"VENDA I INSTAL.LACIONS SISTEMA TELEFONIA";"TELYCO GIRONA";"0166";"CREU";"44";"";"N";"";"";"N";"";"BS";"";"2687";"485063";"4647148";"2,81970707";"41,97618684"
"VENDA I MANTENIMENT D'ASCENSORS";"ORONA SC";"0166";"CREU";"8";"";"N";"";"";"N";"";"BS";"2";"1532";"485324";"4647082";"2,82285903";"41,97559730"
"VENDA PA I BOLLERIA AMB DEGUSTACIÓ";"ANTIGA CASA BELLSOLÀ";"0166";"CREU";"10";"";"N";"";"";"N";"";"BS";"2";"1533";"485309";"4647085";"2,82267790";"41,97562404"
"CAMP DE FUTBOL, PISTES POLIESPORTIVES I VESTIDORS, PAVELLÓ POLIESPORTIU";"";"0167";"CREU DE PALAU";"15";"";"N";"";"";"N";"";"";"";"11050";"484592";"4643652";"2,81411356";"41,94469041"
"CENTRE RESIDENCIAL D'ACCIÓ EDUCATIVA";"RESIDÈNCIA SANTA CLOTILDE - BON PASTOR";"0167";"CREU DE PALAU";"11";"";"N";"";"";"N";"";"BS";"";"10616";"486059";"4644738";"2,83178607";"41,95449898"
"?";"";"0168";"CREU DE PALAU";"43";"";"N";"";"";"N";"";"";"";"2904";"485197";"4645886";"2,82135623";"41,96482295"
"BAR RESTAURANT (CAT. 2)";"BO SUSHI BAR";"0168";"CREU DE PALAU";"19";"";"N";"";"";"N";"";"BS";"5";"9585";"485185";"4646110";"2,82120578";"41,96684022"
"BAR RESTAURANT (CAT. 3) AMB TERRASSA EXTERIOR PRIVADA";"BM - EL PALAU";"0168";"CREU DE PALAU";"2";"";"N";"";"";"N";"";"BS";"1";"10252";"485157";"4646223";"2,82086501";"41,96785744"
"CENTRE D'ESTÈTICA";"ESTIMA'T";"0168";"CREU DE PALAU";"11";"";"N";"13";"";"N";"";"BS";"2";"11792";"485189";"4646171";"2,82125251";"41,96738970"
"CONSULTORI DENTAL";"BARROSO Clínica Dental";"0168";"CREU DE PALAU";"15";"";"N";"17";"";"N";"";"BS";"1";"11792";"485189";"4646171";"2,82125251";"41,96738970"
"FARMÀCIA";"FARMÀCIA CORRETGER-RUHÍ";"0168";"CREU DE PALAU";"5";"";"N";"";"";"N";"";"BS";"";"11791";"485199";"4646222";"2,82137192";"41,96784923"
"GESTIÓ DE SUBMINISTRAMENTS PER A ARTS GRÀFIQUES";"ESPECTROCOLOR";"0168";"CREU DE PALAU";"24";"";"N";"";"";"N";"";"";"";"11602";"485132";"4645964";"2,82056984";"41,96552424"
"OFICINA DE GESTIÓ DE LES FINQUES DE LA SOCIETAT";"GRUP AMBISIST GIRONA SL";"0168";"CREU DE PALAU";"19";"";"N";"";"";"N";"";"03";"5";"9585";"485185";"4646110";"2,82120578";"41,96684022"
"OFICINA IMMOBILIÀRIA";"FINQUES PERICOT";"0168";"CREU DE PALAU";"4";"";"N";"";"";"N";"";"BS";"2";"10252";"485157";"4646223";"2,82086501";"41,96785744"
"OFICINA TÈCNICA";"BARRAU ENGINYERS CONSULTORS, SLU";"0168";"CREU DE PALAU";"2";"";"N";"";"";"N";"";"02";"4";"10252";"485157";"4646223";"2,82086501";"41,96785744"
"?";"";"0169";"CREU";"35";"";"N";"";"";"N";"";"03";"";"1506";"485221";"4647025";"2,82161725";"41,97508200"
"?";"";"0169";"CREU";"39";"";"N";"";"";"N";"";"EN";"1";"1504";"485228";"4647002";"2,82170231";"41,97487497"
"APARADOR MAGATZEM COMPLEMENTS MAINADA";"EL CUC";"0169";"CREU";"7";"";"N";"";"";"N";"";"BS";"";"1465";"485259";"4647176";"2,82207212";"41,97644271"
"BAR-RESTAURANT (CAT. 2)";"LA TRAVESSERA";"0169";"CREU";"13";"";"N";"";"";"N";"";"BS";"1";"1462";"485255";"4647143";"2,82202467";"41,97614542"
"BAR-RESTAURANT (CAT. 3)";"LA CALÈNDULA";"0169";"CREU";"33";"";"N";"";"";"N";"";"BS";"";"10810";"485224";"4647033";"2,82165326";"41,97515411"
"BAR MUSICAL";"VODOO&CBGB";"0169";"CREU";"6";"";"N";"";"";"N";"";"BS";"";"1409";"485244";"4647218";"2,82189001";"41,97682071"
"CARNISSERIA-PREPARACIO PLATS PRECUINATS";"ABELLA";"0169";"CREU";"18";"";"N";"";"";"N";"";"BS";"";"1454";"485216";"4647124";"2,82155441";"41,97597356"
"CENTRE DE BRONZEJAT I ESTÈTICA";"S DE SOL";"0169";"CREU";"4";"";"N";"";"";"N";"";"BS";"4";"1408";"485249";"4647241";"2,82194979";"41,97702796"
"CENTRE QUIROPRÀCTIC";"GIRONA CHIROPRACTIC";"0169";"CREU";"21";"";"N";"23";"";"N";"";"BS";"1";"1460";"485246";"4647118";"2,82191666";"41,97592008"
"CLINICA DENTAL";"CLINICA DENTAL J. PUJOL";"0169";"CREU";"39";"";"N";"";"";"N";"";"03";"1";"1504";"485228";"4647002";"2,82170231";"41,97487497"
"CLINICA VETERINARIA";"CLÍNICA VETERINARIA MULTIFAUNA";"0169";"CREU";"31";"";"N";"";"";"N";"";"BS";"";"1508";"485228";"4647046";"2,82170121";"41,97527127"
"CLUB SOCIAL PRIVAT DE FUMADORS DE CANNÀBIS";"DOBLECERO";"0169";"CREU";"26";"";"N";"";"";"N";"";"BS";"";"11807";"485199";"4647052";"2,82135103";"41,97532476"
"CONSULTORI DE PSICOLOGIA CLÍNICA";"";"0169";"CREU";"26";"";"N";"";"";"N";"";"02";"1";"11807";"485199";"4647052";"2,82135103";"41,97532476"
"DESPATX ARQUITECTES";"";"0169";"CREU";"28";"";"N";"";"";"N";"";"01";"2";"10087";"485168";"4647029";"2,82097744";"41,97511703"
"DESPATX PREFESSIONAL APARELLADOR";"PROMOTORA J. C. COSTA S.L.";"0169";"CREU";"6";"";"N";"";"";"N";"";"EN";"3";"1409";"485244";"4647218";"2,82189001";"41,97682071"
"ELABORACIÓ I VENDA DE PASTA FRESCA";"FET A MÀ PASTA FRESCA";"0169";"CREU";"24";"";"N";"";"";"N";"";"BS";"2";"1496";"485201";"4647063";"2,82137489";"41,97542387"
"ESCOLA D'ADULTS";"";"0169";"CREU";"1";"";"N";"";"";"N";"";"BS";"1";"1484";"485277";"4647240";"2,82228778";"41,97701948"
"GESTIÓ DE FINQUES I ASSESSORIA JURÍDICA";"MUNDOCASA GRUP";"0169";"CREU";"37";"";"N";"";"";"N";"";"EN";"1";"1505";"485216";"4647016";"2,82155712";"41,97500084"
"HERBORISTERIA";"BODHI TREE BIODIETÈTICA";"0169";"CREU";"25";"";"N";"";"";"N";"";"BS";"";"1459";"485238";"4647100";"2,82182055";"41,97575781"
"IMMOBILIÀRIA";"MADRENAS SERVEIS IMMOBILIARIS";"0169";"CREU";"22";"";"N";"";"";"N";"";"EN";"2";"1495";"485208";"4647074";"2,82145910";"41,97552308"
"OFICINA D'ASSESSORAMENT ENERGÈTIC";"ENERGIA I CONTROL";"0169";"CREU";"39";"";"N";"";"";"N";"";"BS";"1";"1504";"485228";"4647002";"2,82170231";"41,97487497"
"OFICINA PUBLICA";"TRESORERIA GENERAL DE LA SEGURETAT SOCIAL";"0169";"CREU";"31";"";"N";"";"";"N";"";"";"";"1508";"485228";"4647046";"2,82170121";"41,97527127"
"PERRUQUERIA";"BLANC I NEGRE";"0169";"CREU";"22";"";"N";"";"";"N";"";"BS";"";"1495";"485208";"4647074";"2,82145910";"41,97552308"
"PERRUQUERIA";"DE LA CREU";"0169";"CREU";"24";"";"N";"";"";"N";"";"BS";"1";"1496";"485201";"4647063";"2,82137489";"41,97542387"
"RENTAT ECOLÒGIC DE VEHICLES";"GIROWASH";"0169";"CREU";"12";"";"N";"14";"";"N";"";"BS";"";"1452";"485223";"4647154";"2,82163815";"41,97624389"
"SERVEI RECOLLIDA ROBA PER A TINTORERIA";"TINTORERIA DESTACA";"0169";"CREU";"8";"";"N";"";"";"N";"";"";"";"1450";"485233";"4647182";"2,82175814";"41,97649627"
"SERVEIS DE PERRUQUERIA";"";"0169";"CREU";"2";"";"S";"";"";"N";"";"BS";"3";"1408";"485249";"4647241";"2,82194979";"41,97702796"
"SERVEIS IMMOBILIARIS";"BIBLOS";"0169";"CREU";"39";"";"N";"";"";"N";"";"EN";"3";"1504";"485228";"4647002";"2,82170231";"41,97487497"
"VDA.MAJOR ACCESORIS DE VEHICLES";"AUTOCRISTAL RALARSA";"0169";"CREU";"11";"";"N";"";"";"N";"";"BS";"";"1463";"485257";"4647151";"2,82204861";"41,97621751"
"VENDA DE ROBA INFANTIL I COMPLEMENTS";"EL CUC";"0169";"CREU";"9";"";"N";"";"";"N";"";"BS";"";"1464";"485259";"4647160";"2,82207252";"41,97629861"
"?";"";"0172";"CRISTOFOR GROBER";"4";"";"N";"";"";"N";"";"01";"1";"3700";"485184";"4647903";"2,82114853";"41,98298915"
"?";"";"0172";"CRISTOFOR GROBER";"4";"";"N";"";"";"N";"";"01";"8";"3700";"485184";"4647903";"2,82114853";"41,98298915"
"?";"";"0172";"CRISTOFOR GROBER";"4";"";"N";"";"";"N";"";"02";"8";"3700";"485184";"4647903";"2,82114853";"41,98298915"
"?";"";"0172";"CRISTOFOR GROBER";"6";"";"N";"";"";"N";"";"01";"1";"3701";"485182";"4647931";"2,82112368";"41,98324129"
"?";"";"0172";"CRISTOFOR GROBER";"6";"";"N";"";"";"N";"";"01";"4";"3701";"485182";"4647931";"2,82112368";"41,98324129"
"?";"";"0172";"CRISTOFOR GROBER";"6";"";"N";"";"";"N";"";"02";"1";"3701";"485182";"4647931";"2,82112368";"41,98324129"
"ACADEMIA DE REEDUCACIO";"Nom desconegut.";"0172";"CRISTOFOR GROBER";"5";"";"N";"";"";"N";"";"03";"2";"3692";"485154";"4647913";"2,82078614";"41,98307865"
"BAR RESTAURANT (CAT. 1)";"CLAMER";"0172";"CRISTOFOR GROBER";"4";"";"N";"";"";"N";"";"BS";"1";"3700";"485184";"4647903";"2,82114853";"41,98298915"
"BOTIGA DE PLATS CUINATS";"LA VIANDA";"0172";"CRISTOFOR GROBER";"2";"";"N";"";"";"N";"";"BS";"";"3699";"485193";"4647884";"2,82125765";"41,98281819"
"CENTRE D'ESPLAI PER A LA GENT GRAN";"";"0172";"CRISTOFOR GROBER";"8";"";"N";"";"";"N";"";"BS";"";"3702";"485183";"4647949";"2,82113530";"41,98340343"
"CENTRE DE FISIOTERÀPIA";"SALUD I BENESTAR (SIB)";"0172";"CRISTOFOR GROBER";"6";"";"N";"";"";"N";"";"01";"2";"3701";"485182";"4647931";"2,82112368";"41,98324129"
"CONSULTORI DENTAL I ESTÈTICA";"GROBER CLÍNICA DENTAL";"0172";"CRISTOFOR GROBER";"3";"";"N";"";"";"N";"";"BS";"2";"3693";"485154";"4647895";"2,82078659";"41,98291653"
"ESTUDI DE TRADUCCIÓ";"";"0172";"CRISTOFOR GROBER";"4";"";"N";"";"";"N";"";"01";"06";"3700";"485184";"4647903";"2,82114853";"41,98298915"
"FLECA AMB SERVEI DE BAR";"FLECA SANT DANIEL / MAMMA CAFÈ";"0172";"CRISTOFOR GROBER";"1";"";"S";"";"";"N";"";"BS";"4";"3683";"485155";"4647877";"2,82079912";"41,98275443"
"GESTORIA ADMINISTRATIVA";"GESTORIA POU";"0172";"CRISTOFOR GROBER";"5";"";"N";"";"";"N";"";"EN";"1";"3692";"485154";"4647913";"2,82078614";"41,98307865"
"HABITATGE D'ÚS TURÍSTIC";"";"0172";"CRISTOFOR GROBER";"2";"";"N";"";"";"N";"";"03";"D";"3699";"485193";"4647884";"2,82125765";"41,98281819"
"OFICINA D'ASSEGURANCES";"ASISA";"0172";"CRISTOFOR GROBER";"4";"";"N";"";"";"N";"";"BS";"2";"3700";"485184";"4647903";"2,82114853";"41,98298915"
"OFICINA D'ASSEGURANCES I FINANCES";"POU CASAGRAN ASSESSORIA JURID.";"0172";"CRISTOFOR GROBER";"7";"";"N";"";"";"N";"";"EN";"1";"3691";"485155";"4647937";"2,82079760";"41,98329483"
"OFICINA DE SERVEIS FINANCERS I COMPTABLES";"PARRAMON ECONOMISTA SL";"0172";"CRISTOFOR GROBER";"4";"";"N";"";"";"N";"";"EN";"1";"3700";"485184";"4647903";"2,82114853";"41,98298915"
"OFICINA IMMOBILIÀRIA";"SELECTIA";"0172";"CRISTOFOR GROBER";"5";"";"N";"";"";"N";"";"BS";"1";"3692";"485154";"4647913";"2,82078614";"41,98307865"
"OFICINES (CONTROL SINDICAL)";"CSI.F";"0172";"CRISTOFOR GROBER";"6";"";"N";"";"";"N";"";"02";"4";"3701";"485182";"4647931";"2,82112368";"41,98324129"
"?";"";"0179";"DEVESA";"1";"";"N";"";"";"N";"";"";"";"8471";"485053";"4648317";"2,81955664";"41,98671542"
"?";"";"0179";"DEVESA";"35";"";"N";"";"";"N";"";"";"";"11260";"484388";"4648211";"2,81153148";"41,98574782"
"BAR RESTAURANT (CAT. 3)";"LA ROSALEDA - JARDÍ DEGUSTACIÓ";"0179";"DEVESA";"1";"";"N";"";"";"N";"";"BS";"2";"8471";"485053";"4648317";"2,81955664";"41,98671542"
"HABITATGE D'ÚS TURÍSTIC";"";"0179";"DEVESA";"23";"";"N";"";"";"N";"";"01";"1";"4041";"484630";"4648109";"2,81445556";"41,98483390"
"PALAU DE FIRES";"FIRA DE GIRONA";"0179";"DEVESA";"34";"";"N";"";"";"N";"";"";"";"4020";"484396";"4648132";"2,81163015";"41,98503645"
"PISCINA MUNICIPAL";"PISCINA MUNICIPAL D'ESTIU - ZONA ESPORTIVA LA DEVESA";"0179";"DEVESA";"38";"";"N";"";"";"N";"";"";"3";"8722";"484598";"4648280";"2,81406478";"41,98637341"
"PISTES DE TENNIS I PÀDEL";"ZONA ESPORTIVA LA DEVESA - FRONTÓ I PISTES DE TENNIS";"0179";"DEVESA";"38";"";"N";"";"";"N";"";"";"3";"8722";"484598";"4648280";"2,81406478";"41,98637341"
"?";"";"0180";"DIPUTACIO";"1";"";"N";"";"";"N";"";"01";"1";"1019";"485183";"4647816";"2,82113865";"41,98220555"
"?";"";"0180";"DIPUTACIO";"2";"";"N";"";"";"N";"";"04";"3";"1019";"485183";"4647816";"2,82113865";"41,98220555"
"CENTRAL TELEFÒNICA";"";"0180";"DIPUTACIO";"3";"";"N";"";"";"N";"";"";"";"1015";"485131";"4647810";"2,82051110";"41,98215053"
"SERVEIS DE GESTIO ADMINISTRATIVA";"CÀNOVAS ASSESSORAMENT I GESTIÓ S.L.";"0180";"DIPUTACIO";"1";"";"N";"";"";"N";"";"BS";"";"1019";"485183";"4647816";"2,82113865";"41,98220555"
"?";"";"0182";"JOSEP AMETLLER I VINAS";"39";"";"N";"";"";"N";"";"BS";"";"1718";"485368";"4646800";"2,82339713";"41,97305824"
"?";"";"0182";"JOSEP AMETLLER I VINAS";"41";"";"N";"";"";"N";"";"";"";"1717";"485377";"4646805";"2,82350563";"41,97310344"
"ACADÈMIA";"Kids&Us";"0182";"JOSEP AMETLLER I VINAS";"43";"";"N";"";"";"N";"";"BS";"1";"11376";"485394";"4646810";"2,82371069";"41,97314879"
"BOTIGA D'ALIMENTACIÓ";"BIT TU";"0182";"JOSEP AMETLLER I VINAS";"2";"";"N";"";"";"N";"";"BS";"2";"1790";"485129";"4646816";"2,82051210";"41,97319787"
"CASAL D'AVIS I CENTRE DE DIA (GENT GRAN)";"CASAL CÍVIC GIRONA MONTILIVI";"0182";"JOSEP AMETLLER I VINAS";"56";"";"N";"";"";"N";"";"";"";"1904";"485417";"4646764";"2,82398943";"41,97273491"
"CENTRE DE SUPORT FAMILIAR";"PIPES";"0182";"JOSEP AMETLLER I VINAS";"12";"";"N";"";"";"N";"";"BS";"1";"1794";"485168";"4646794";"2,82098337";"41,97300046"
"CENTRE EDUCATIU";"LA XULETA";"0182";"JOSEP AMETLLER I VINAS";"22";"";"N";"";"";"N";"";"EN";"";"1817";"485248";"4646793";"2,82194896";"41,97299296"
"CLUB SOCIAL";"SOM-HI!";"0182";"JOSEP AMETLLER I VINAS";"56";"";"N";"";"";"N";"";"";"";"1904";"485417";"4646764";"2,82398943";"41,97273491"
"ESCOLA DE BALLET";"ESCOLA DE BALLET";"0182";"JOSEP AMETLLER I VINAS";"8";"";"N";"";"";"N";"";"BS";"";"1793";"485153";"4646795";"2,82080230";"41,97300918"
"GARATGE DE PUPIL·LATGE";"";"0182";"JOSEP AMETLLER I VINAS";"11";"";"N";"";"";"N";"";"BS";"2";"1753";"485193";"4646827";"2,82128427";"41,97329815"
"MAGATZEM DE VINS";"";"0182";"JOSEP AMETLLER I VINAS";"11";"";"N";"";"";"N";"";"BS";"1";"1753";"485193";"4646827";"2,82128427";"41,97329815"
"OFICINA D'ASSEGURANCES";"REALE SEGUROS";"0182";"JOSEP AMETLLER I VINAS";"43";"";"N";"";"";"N";"";"BS";"3";"11376";"485394";"4646810";"2,82371069";"41,97314879"
"REPARACIÓ I MANTENIMENT D'AUTOMÒBILS";"EURO TALLER";"0182";"JOSEP AMETLLER I VINAS";"12";"";"N";"";"";"N";"";"BS";"2";"1794";"485168";"4646794";"2,82098337";"41,97300046"
"SERVEI DE PEDAGOGIA (SUPORT ESCOLAR)";"PROFESSIONAL";"0182";"JOSEP AMETLLER I VINAS";"3";"";"N";"";"";"N";"";"BS";"1";"1757";"485149";"4646833";"2,82075306";"41,97335136"
"TALLER DE FUSTERIA";"SERVEI A LA FUSTERIA LLIBERT";"0182";"JOSEP AMETLLER I VINAS";"4";"";"N";"";"";"N";"";"BS";"";"1791";"485139";"4646802";"2,82063315";"41,97307197"
"TALLER MECANIC D'AUTOMOBILS";"AUTO TALLER MARTIN";"0182";"JOSEP AMETLLER I VINAS";"44";"";"N";"0";"";"N";"";"";"";"1901";"485357";"4646772";"2,82326506";"41,97280585"
"VENDA ON-LINE DE BÉNS DE COL·LECCIONISME I CONSUM";"MILITARIA-GIRONA.CAT";"0182";"JOSEP AMETLLER I VINAS";"26";"";"N";"";"";"N";"";"BS";"";"1818";"485268";"4646784";"2,82219057";"41,97291227"
"?";"";"0184";"FRANCESC EIXIMENIS";"7";"";"N";"";"";"N";"";"BS";"";"3771";"485207";"4648029";"2,82142300";"41,98412442"
"?";"";"0184";"FRANCESC EIXIMENIS";"9";"";"N";"";"";"N";"";"02";"";"3770";"485210";"4648046";"2,82145879";"41,98427758"
"?";"";"0184";"FRANCESC EIXIMENIS";"10";"";"N";"";"";"N";"";"05";"2";"3813";"485238";"4648043";"2,82179687";"41,98425109"
"?";"";"0184";"FRANCESC EIXIMENIS";"20";"";"N";"";"";"N";"";"08";"1";"3818";"485230";"4648114";"2,82169852";"41,98489041"
"ACADÈMIA";"FUNDACIÓ CARME VIDAL XIFRE";"0184";"FRANCESC EIXIMENIS";"16";"";"N";"";"";"N";"";"EN";"1";"3816";"485234";"4648081";"2,82174763";"41,98459327"
"ACADÈMIA D'IDIOMES";"";"0184";"FRANCESC EIXIMENIS";"8";"";"N";"";"";"N";"";"02";"2";"3812";"485236";"4648025";"2,82177318";"41,98408893"
"BAR MUSICAL I CAFÈ CONCERT";"SALERO CLUB";"0184";"FRANCESC EIXIMENIS";"14";"";"N";"";"";"N";"";"BS";"2";"3815";"485234";"4648070";"2,82174791";"41,98449419"
"CENTRE DE FISIOTERÀPIA";"REHAB&LATES";"0184";"FRANCESC EIXIMENIS";"10";"";"N";"";"";"N";"";"BS";"2";"3813";"485238";"4648043";"2,82179687";"41,98425109"
"COL·LEGI PROFESSIONAL";"COL·LEGI OFICIAL API DE GIRONA";"0184";"FRANCESC EIXIMENIS";"18";"";"N";"";"";"N";"";"EN";"1";"3817";"485232";"4648097";"2,82172309";"41,98473734"
"COMERÇ AL DETALL D'ARTICLES I INSTRUMENTS MUSICALS";"MUSICAL EIXIMENIS";"0184";"FRANCESC EIXIMENIS";"16";"";"N";"";"";"N";"";"";"";"3816";"485234";"4648081";"2,82174763";"41,98459327"
"COMERÇ AL DETALL D'ARTICLES I INSTRUMENTS MUSICALS";"MUSICAL EIXIMENIS";"0184";"FRANCESC EIXIMENIS";"18";"";"N";"";"";"N";"";"BS";"1";"3817";"485232";"4648097";"2,82172309";"41,98473734"
"CONSULTA MÈDICA";"";"0184";"FRANCESC EIXIMENIS";"12";"";"N";"";"";"N";"";"04";"1";"3814";"485234";"4648056";"2,82174826";"41,98436810"
"CONSULTA ODONTOLÒGICA";"ARTDENTAL";"0184";"FRANCESC EIXIMENIS";"11";"";"N";"";"";"N";"";"BS";"";"3769";"485203";"4648053";"2,82137411";"41,98434050"
"COPISTERIA I VENDA DE MATERIAL D'OFICINA";"COPISTERIA EIXIMENIS";"0184";"FRANCESC EIXIMENIS";"19";"";"N";"";"";"N";"";"BS";"";"3765";"485204";"4648081";"2,82138548";"41,98459270"
"DESPATX D'ADVOCATTS";"";"0184";"FRANCESC EIXIMENIS";"11";"";"N";"";"";"N";"";"01";"";"3769";"485203";"4648053";"2,82137411";"41,98434050"
"ESCOLA D'IDIOMES";"INTERLINGUA IDIOMES";"0184";"FRANCESC EIXIMENIS";"8";"";"N";"";"";"N";"";"01";"1";"3812";"485236";"4648025";"2,82177318";"41,98408893"
"EXPOSICIÓ D'INSTRUMENTS MUSICALS";"MUSICAL EIXIMENIS";"0184";"FRANCESC EIXIMENIS";"20";"";"N";"";"";"N";"";"BS";"1";"3818";"485230";"4648114";"2,82169852";"41,98489041"
"IOGA I NUTRICIÓ ( CURSOS CUINA AMB DEGUSTACIÓ TETERIA)";"OM SHANTI / BIONÈCTAR";"0184";"FRANCESC EIXIMENIS";"8";"";"N";"";"";"N";"";"BS";"1";"3812";"485236";"4648025";"2,82177318";"41,98408893"
"OFICINA DE SELECCIÓ, FORMACIÓ I CONSULTORIA DE RECURSOS HUMANS";"PERFIL";"0184";"FRANCESC EIXIMENIS";"20";"";"N";"";"";"N";"";"04";"2";"3818";"485230";"4648114";"2,82169852";"41,98489041"
