"Orgànica";"Programa";"Econòmica";"Descripció";"Crèdits inicials";"Modificacions de crèdit";"Crèdits totals consignats";"Obligacions reconegudes"
"130";"33222";"48001";"TRANSFERÈNCIES A ALTRES ORGANISMES ARXIU";"0,00";"205,00";"205,00";"205,00"
"130";"33222";"49000";"TRANSFERÈNCIES A L'EXTERIOR ARXIU";"0,00";"350,00";"350,00";"250,00"
"130";"33223";"22610";"17es JORNADES IMATGE I RECERCA";"0,00";"28.000,00";"28.000,00";"0,00"
"130";"33223";"22612";"CENTRE DE RECERCA I DIFUSIÓ DE LA IMATGE";"40.240,00";"13.598,16";"53.838,16";"12.311,64"
"130";"33223";"22614";"EUROPEANA SPORTS";"0,00";"9.299,50";"9.299,50";"829,50"
"130";"33223";"22615";"PROJECTE WEAVE";"0,00";"23.456,24";"23.456,24";"1.778,50"
"130";"33223";"22613";"PROJECTE """"FIFTIES IN EUROPE KALEIDOSCOPE""""";"0,00";"29.577,60";"29.577,60";"6.261,75"
"130";"33224";"22613";"SERVEI DE PUBLICACIONS";"69.000,00";"-14.207,41";"54.792,59";"5.912,72"
"130";"33224";"48000";"CONVENIS DE COL·LABORACIÓ SERVEI DE PUBLICACIONS";"0,00";"13.471,15";"13.471,15";"1.423,55"
"130";"33225";"48000";"CONVENIS  ARXIU";"33.000,00";"0,00";"33.000,00";"0,00"
"140";"23100";"62200";"MILLORES INSTAL·LACIONS SERVEIS SOCIALS";"0,00";"0,02";"0,02";"0,00"
"140";"23100";"14301";"ALTRE PERSONAL SERVEIS SOCIALS";"0,00";"266.944,50";"266.944,50";"39.786,85"
"140";"23100";"22611";"ALTRES PROGRAMES SERVEIS SOCIALS";"20.000,00";"0,00";"20.000,00";"0,00"
"140";"23100";"12000";"RETR.BAS.P.FUNCIONARI A1 GESTIÓ ECON I SUPORT TÈCNIC";"49.178,63";"0,00";"49.178,63";"10.735,26"
"140";"23100";"12001";"SALARI BASE A2 FUNCIONARI SERVEIS CENTRALS S.SOCIALS";"14.414,91";"0,00";"14.414,91";"2.177,79"
"140";"23100";"12003";"RETR.BAS.P.FUNCIONARI C1 GESTIÓ ECON I SUPORT TÈCNIC";"44.161,55";"0,00";"44.161,55";"9.650,28"
"140";"23100";"12004";"RETRIBUCIONS BÀSIQUES P.FUNCIONARI C2  GESTIÓ ECON I SUPORT";"9.358,08";"0,00";"9.358,08";"2.007,90"
"140";"23100";"12006";"TRIENNIS P. FUNCIONARIS GESTIÓ ECON I SUPORT TÈCNIC";"25.313,28";"0,00";"25.313,28";"5.527,12"
"140";"23100";"12009";"ALTRES RETR.P.FUNCIONARI GESTIÓ ECON I SUPORT TÈCNIC";"28.473,92";"0,00";"28.473,92";"0,00"
"140";"23100";"12100";"COMPL.DESTINACIÓ P- FUNCIONARI GESTIÓ ECO I SUPORT TÈCNIC";"61.129,12";"0,00";"61.129,12";"14.511,50"
"140";"23100";"12101";"COMPL. ESPECIFIC P.FUNCIONARI GESTIÓ ECON I SUPORT TÈCNIC";"109.714,39";"0,00";"109.714,39";"28.073,84"
"140";"23100";"13100";"RETR.BAS.P.LABORAL TEMPORAL SERVEIS SOCIALS";"126.683,79";"0,00";"126.683,79";"24.240,55"
"140";"23100";"15100";"GRATIFICACIONS GESTIÓ ECON I SUPORT TÈCNIC";"207,47";"0,00";"207,47";"0,00"
"140";"23100";"15300";"COMPLEMENT DEDICACIÓ ESPECIAL GESTIÓ ECON I SUPORT TÈCNIC";"2.267,52";"0,00";"2.267,52";"0,00"
"140";"23100";"16000";"QUOTES SOCIALS - SERVEIS SOCIALS";"115.127,08";"0,00";"115.127,08";"28.038,80"
"140";"23100";"20200";"LLOGUERS SERVEIS SOCIALS";"50.000,00";"3.175,58";"53.175,58";"15.347,31"
"140";"23100";"21200";"MANTENIMENT EQUIPAMENTS SERVEIS SOCIALS";"75.000,00";"4.083,18";"79.083,18";"23.589,12"
"140";"23100";"21900";"EQUIPAMENTS SERVEIS SOCIALS - CONTRACTE INTEGRAL";"100.000,00";"14.507,35";"114.507,35";"14.551,03"
"140";"23100";"22100";"SUBM. ENERGIA ELÈCTRICA SERVEIS SOCIALS";"161.843,73";"0,00";"161.843,73";"17.891,79"
"140";"23100";"22102";"SUBM. GAS SERVEIS SOCIALS";"20.000,00";"0,00";"20.000,00";"1.362,02"
"140";"23100";"22199";"ALTRES SUBMINISTRAMENTS SERVEIS SOCIALS";"59.400,00";"19.819,25";"79.219,25";"29.272,71"
"140";"23100";"22700";"NETEJA EQUIPAMENTS SERVEIS SOCIALS";"195.000,00";"57.023,41";"252.023,41";"59.563,52"
"140";"23109";"22799";"ALTRES SERVEIS ACTUACIONS COVID";"0,00";"24.664,67";"24.664,67";"3.725,14"
"141";"23100";"62300";"INVERSIÓ MAQUINÀRIA SERVEIS SOCIALS";"0,00";"3.129,12";"3.129,12";"519,38"
"141";"23100";"62500";"MOBILIARI SERVEIS SOCIALS";"0,00";"6.503,63";"6.503,63";"1.172,49"
"141";"23100";"62900";"ALTRES INVERSIONS PER FUNCIONAMENT SERVEIS SOCIALS";"0,00";"7.404,27";"7.404,27";"1.260,40"
"141";"23100";"14301";"ALTRE PERSONAL S SOCIALS  AT PRIMÀRIA";"0,00";"458.196,79";"458.196,79";"97.762,11"
"141";"23100";"62200";"ADQUISICIÓ EDIFICIS SERVEIS SOCIALS";"368.000,00";"196.321,75";"564.321,75";"270.528,24"
"141";"23100";"76700";"TRANSFERÈNCIA CAPITAL CCA";"0,00";"38.116,00";"38.116,00";"0,00"
"141";"23100";"62201";"MENJADOR SOCIAL ESQUERRA TER";"0,00";"17.402,21";"17.402,21";"0,00"
"141";"23100";"60910";"GIRONA EST";"0,00";"25.786,67";"25.786,67";"0,00"
"141";"23110";"12000";"RETR.BAS.P.FUNCIONARI A1 S SOCIALS AT.PRIMÀRIA";"16.392,88";"0,00";"16.392,88";"3.716,04"
"141";"23110";"12001";"RETR.BAS.P.FUNCIONARI A2 S SOCIALS AT PRIMÀRIA";"345.957,91";"0,00";"345.957,91";"71.641,56"
"141";"23110";"12003";"RETR. BAS.P.FUNCIONARI C1S SOCIALS AT PRIMÀRIA";"33.121,17";"0,00";"33.121,17";"5.912,28"
"141";"23110";"12004";"RETR.BAS.P.FUNCIONARI C2 S SOCIALS AT PRIMÀRIA";"18.716,15";"0,00";"18.716,15";"4.015,80"
"141";"23110";"12006";"TRIENNIS P. FUNCIONARIS S SOCIALS AT.PRIMÀRIA";"75.955,55";"0,00";"75.955,55";"15.269,57"
"141";"23110";"12009";"ALTRES RET.BAS.P.FUNCIONARI SOCIALS AT.PRIMÀRIA";"83.076,44";"0,00";"83.076,44";"0,00"
"141";"23110";"12100";"COMPLEMENT DESTÍ SS ATENCIÓ PRIMÀRIA";"193.730,26";"0,00";"193.730,26";"44.985,06"
"141";"23110";"12101";"COMP. ESPECÍFIC FUNCIONARIS S SOCIALS AT.PRIMÀRIA";"304.728,40";"0,00";"304.728,40";"76.042,16"
"141";"23110";"13000";"RETR.BAS.P.LABORAL S SOCIALS AT.PRIMÀRIA";"474.895,95";"15.090,61";"489.986,56";"115.789,99"
"141";"23110";"13100";"RETR.BAS.P.LABORAL TEMPORAL S SOCIALS AT PRIMÀRIA";"335.285,13";"0,00";"335.285,13";"72.532,39"
"141";"23110";"16000";"QUOTES SOCIALS S SOCIALS AT.PRIMÀRIA";"495.297,13";"1.312,72";"496.609,85";"124.941,29"
"141";"23110";"22613";"PLA INTEGRAL SECTOR EST";"0,00";"145,65";"145,65";"0,00"
"141";"23110";"22614";"ACCIONS COMUNITÀRIES ALS BARRIS";"323.220,00";"-79.080,84";"244.139,16";"8.376,50"
"141";"23110";"22617";"PLA INTEGRAL SANT NARCÍS";"0,00";"0,49";"0,49";"0,00"
"141";"23110";"22622";"PROGRAMA ALIMENTACIÓ INFANTIL / URGÈNCIA";"290.000,00";"-20.261,36";"269.738,64";"45.951,40"
"141";"23110";"48001";"SUBVENCIONS ACCIONS COMUNITÀRIES ALS BARRIS";"0,00";"129.259,06";"129.259,06";"46.475,49"
"141";"23110";"48002";"SUBVENCIONS PROGRAMA ATENCIÓ A LA INFÀNCIA I ALS JOVES";"0,00";"25.000,00";"25.000,00";"0,00"
"141";"23110";"48004";"SUBVENCIONS PROGRAMA ALIMENTACIÓ INFANTIL";"0,00";"21.000,00";"21.000,00";"14.700,00"
"141";"23120";"12000";"SBASE PFUNCIONARI A1 EAIA";"32.785,75";"0,00";"32.785,75";"7.390,83"
"141";"23120";"12001";"SBASE PFUNCIONARI A2 EAIA";"28.829,83";"0,00";"28.829,83";"6.426,36"
"141";"23120";"12004";"RETRIBUCIONS P.FUNCIONARI C2  EAIA";"9.358,08";"0,00";"9.358,08";"2.007,90"
"141";"23120";"12006";"TRIENNIS P.FUNCIONARI EAIA";"17.746,60";"0,00";"17.746,60";"3.514,52"
"141";"23120";"12009";"ALTRES RETR.BAS. EAIA";"15.505,25";"0,00";"15.505,25";"0,00"
"141";"23120";"12100";"COMPLEMENT DE DESTÍ P.FUNCIONARI EAIA";"33.917,90";"0,00";"33.917,90";"8.229,43"
"141";"23120";"12101";"COMPLEMENT ESPECÍFIC P.FUNCIONARI EAIA";"59.166,93";"0,00";"59.166,93";"13.398,74"
"141";"23120";"13000";"RETR.BAS.P.LABORAL EAIA";"95.681,55";"0,00";"95.681,55";"21.170,39"
"141";"23120";"13100";"RETR.BAS.P.LABORAL TEMPORAL EAIA";"96.342,52";"0,00";"96.342,52";"6.630,51"
"141";"23120";"16000";"SEGURETAT SOCIAL EAIA";"102.666,30";"0,00";"102.666,30";"18.384,88"
"141";"23120";"22610";"PROGRAMA ATENCIÓ DOMICILI";"1.300.000,00";"118.473,76";"1.418.473,76";"216.445,72"
"141";"23120";"22611";"TELEASSISTÈNCIA";"340.000,00";"72.269,30";"412.269,30";"72.900,18"
"141";"23120";"22612";"TRANSPORT ADAPTAT";"65.000,00";"0,00";"65.000,00";"0,00"
"141";"23120";"22618";"ALTRES SERVEIS GENT GRAN";"220.453,00";"123.965,30";"344.418,30";"30.974,84"
"141";"23130";"14300";"ALTRE PERSONAL SERVEIS SOCIALS ACUMULACIÓ TASQUES";"0,00";"128.324,09";"128.324,09";"41.818,69"
"141";"23130";"48006";"AJUTS EMERGÈNCIA HABITACIONAL";"150.000,00";"0,00";"150.000,00";"142.149,40"
"141";"23130";"48000";"PRESTACIONS DRETS FONAMENTALS";"650.000,00";"9.065,29";"659.065,29";"134.880,46"
"141";"23130";"22611";"PROGRAMA ATENCIÓ A LA INFÀNCIA I ALS JOVES";"700.000,00";"59.230,93";"759.230,93";"192.081,57"
"141";"23130";"22616";"CONSELL MUNICIPAL DE LA GENT GRAN";"20.500,00";"9.329,10";"29.829,10";"3.109,70"
"141";"23130";"22617";"SERVEI ATENCIÓ FAMÍLIES - EAIA";"5.000,00";"452,92";"5.452,92";"468,53"
"141";"23130";"22630";"PROJECTES SOCIALS DE CIUTAT: DISCAPACITAT, MONOPARENTALS...";"75.000,00";"15.447,37";"90.447,37";"14.654,66"
"141";"23130";"22631";"PLA DE PREVENCIÓ CONTRA EL FRED";"60.000,00";"16.019,26";"76.019,26";"30.634,79"
"141";"23130";"22632";"TAULA DISCAPACITAT";"3.000,00";"0,00";"3.000,00";"0,00"
"141";"23130";"48002";"SUBVENCIONS CENTRE DISTRIBUCIÓ ALIMENTS";"0,00";"127.160,00";"127.160,00";"0,00"
"141";"23130";"48005";"SUBVENCIONS IBI MONOPARENTALS / FAMILIES";"50.000,00";"0,00";"50.000,00";"0,00"
"141";"23130";"48007";"SUBVENCIONS ENTITATS SOCIALS";"15.000,00";"2.183,64";"17.183,64";"17.183,40"
"141";"23130";"48008";"PLA ACOLLIDA";"0,00";"12.750,00";"12.750,00";"0,00"
"141";"23140";"46700";"CENTRE D'ACOLLIMENT";"1.060.000,00";"79.825,11";"1.139.825,11";"330.396,47"
"141";"23140";"22619";"ACCIONS COMUNITÀRIES INTERCULTURALS";"0,00";"12.226,26";"12.226,26";"10.232,30"
"141";"23140";"22623";"PROGRAMA IGUALTAT DE GÈNERE";"15.000,00";"13.482,12";"28.482,12";"4.837,80"
"141";"23140";"22624";"ATENCIÓ PUNT LILA";"5.000,00";"0,00";"5.000,00";"0,00"
"141";"23140";"22625";"PLA LOCAL LGTB";"5.000,00";"0,00";"5.000,00";"0,00"
"141";"23140";"22629";"PROGRAMA EDUCADORS AL CARRER";"75.000,00";"-50.000,00";"25.000,00";"0,00"
"141";"23140";"22633";"PLA ACOLLIDA";"25.000,00";"0,00";"25.000,00";"0,00"
"141";"23140";"48000";"SUBVENCIONS IGUALTAT DE GÈNERE";"0,00";"6.329,02";"6.329,02";"6.329,02"
"141";"23140";"48004";"SUPORT ENTITATS INICIATIVA SOCIAL";"17.000,00";"1.600,00";"18.600,00";"0,00"
"141";"23160";"22613";"SERVEI INTERVENCIÓ VIOLÈNCIA DE GÈNERE";"5.000,00";"0,00";"5.000,00";"0,00"
"141";"23160";"48000";"SUBVENCIÓ BECA 8 DE MARÇ";"3.000,00";"3.000,00";"6.000,00";"0,00"
"141";"23170";"22612";"CONSELL COHESIÓ SOCIAL";"2.000,00";"493,90";"2.493,90";"493,90"
"141";"23170";"22626";"CONSELL MUNICIPAL IGUALTAT DE GÈNERE";"3.000,00";"0,00";"3.000,00";"0,00"
"142";"23120";"12000";"SBASE PFUNCIONARI A1 SSESPECIALITZATS";"16.392,88";"0,00";"16.392,88";"3.716,04"
"142";"23120";"12001";"SBASE PFUNCIONARI A2 SSESPECIALITZATS";"73.761,87";"0,00";"73.761,87";"11.638,77"
"142";"23120";"12003";"RETRIBUCIONS BÀSIQUES. P.FUNCIONARI";"26.761,90";"0,00";"26.761,90";"5.263,12"
"142";"23120";"12006";"TRIENNIS SERVEIS SOCIALS ESPECIALITZATS";"16.710,06";"0,00";"16.710,06";"2.488,84"
"142";"23120";"12009";"ALTRES RETRIBUCIONS P.FUNCIONARI SERVEIS ESPECIALITZATS";"25.124,97";"0,00";"25.124,97";"0,00"
"142";"23120";"12100";"COMPLEMENT DESTINACIÓ P.FUNCIONARI SERVEIS ESPECIALITZATS";"54.714,75";"0,00";"54.714,75";"10.362,69"
"142";"23120";"12101";"COMPLEMENT ESPECÍFIC P.FUNCIONARI SERVEIS ESPECIALITZATS";"87.578,38";"0,00";"87.578,38";"26.361,00"
"142";"23120";"13000";"RETR. BÀSIQUES P.LABORAL SERVEIS SOCIALS ESPECIALITZATS";"144.501,18";"5.662,14";"150.163,32";"40.392,40"
"142";"23120";"13100";"RETR.BAS.P.LABORAL TEMPORAL S.SOCIALS ESPECIALITZATS";"137.328,89";"0,00";"137.328,89";"27.831,21"
"142";"23120";"15100";"GRATIFICACIONS SSOCIALS ESPECIALITZATS";"0,00";"0,00";"0,00";"114,93"
"142";"23120";"16000";"QUOTES SOCIALS SERVEIS SOCIALS ESPECIALITZATS";"143.342,90";"0,00";"143.342,90";"30.787,53"
"143";"92400";"14302";"ALTRE PERSONAL DINAMITZACIÓ COMUNITÀRIA";"0,00";"63.623,80";"63.623,80";"7.833,29"
"143";"92400";"62200";"EQUIPAMENT EIXAMPLE";"0,00";"300.000,00";"300.000,00";"0,00"
"143";"92400";"62201";"EQUIPAMENT SANT NARCÍS";"0,00";"200.000,00";"200.000,00";"0,00"
"143";"92400";"62202";"EQUIPAMENT GENT GRAN ESQUERRA DEL TER";"0,00";"200.000,00";"200.000,00";"0,00"
"143";"92400";"60905";"PISTA CREC";"0,00";"46.384,11";"46.384,11";"43.871,06"
"143";"92400";"60907";"CAN PO VELL/ HORTES SANTA EUGÈNIA";"0,00";"1.082,07";"1.082,07";"0,00"
"143";"92400";"12000";"SBASE PFUNCIONARI A1 CCÍVICS";"16.392,88";"0,00";"16.392,88";"3.716,04"
"143";"92400";"12001";"SBASE PFUNCIONARI A2 CCÍVICS";"43.244,74";"0,00";"43.244,74";"8.996,91"
