Descripcio;Nom_comercial;Codi_carrer;Codi_via;Nom_carrer;Numero_inf;Lletra_inf;Accessori_inf;Numero_sup;Lletra_sup; Accessori_sup;Escala;Pis;Porta;Id_edifici;utm_x_ed50;utm_y_ed50;utm_x_etrs89; utm_y_etrs89;lon;lat
BAR-RESTAURANT (CAT. 3);ELS JARDINS DE LA MERCÈ;380;PJ;Mercè;10;;N;;;N;;BS;;108;485594;4647947;485500;4647742;2,82497293;41,98154775
CARNISSERIA;CARNISSERIA NARCÍS;596;CR;Santa Eugènia;32;;N;;;N;;BS;;3899;484949;4647978;484855;4647773;2,81718621;41,98181487
;ESTANC TODO;596;CR;Santa Eugènia;38;;N;;;N;;BS;L2;3903;484937;4647963;484843;4647758;2,81704174;41,98167954
ROSTISSERIA I VENDA MENJAR PREPARAT;ROSTISSERIA SANTA EUGÈNIA;596;CR;Santa Eugènia;38;;N;;;N;;BS;L1;3903;484937;4647963;484843;4647758;2,81704174;41,98167954
OFICINES ADMINISTRATIVES;COL·LEGI OFICIAL DE GESTORS ADMINISTRATIUS DE CATALUNYA;596;CR;Santa Eugènia;11;;N;;;N;;1;2;4214;484927;4647905;484833;4647700;2,81692252;41,98115697
;TRADESMA 2002 S.L.;56;CR;Barcelona;38;;N;;;N;;1;4;1129;484961;4647571;484867;4647366;2,8173415;41,97814939
;XAVIER HORS PERSAS - ADVOCAT;427;CR;Nou;12;;N;;;N;;1;1;3698;485312;4648088;485218;4647883;2,82156532;41,98281247
;TALLER D'ARQUITECTES CARRERAS-PUIG-VILAGRAN;56;CR;Barcelona;38;;N;;;N;;3;2;1129;484961;4647571;484867;4647366;2,8173415;41,97814939
BAR-RESTAURANT (CAT. 2);ORANGE;386;CR;Migdia;137;;N;;;N;;BS;1;10250;485059;4646469;484965;4646264;2,81855248;41,9682259
BASAR;SUPER EURO;56;CR;Barcelona;38;;N;;;N;;BS;1;1129;484961;4647571;484867;4647366;2,8173415;41,97814939
;JOAQUIM PLA ROS - ARQUITECTE;427;CR;Nou;14;;N;;;N;;2;C;3699;485286;4648087;485192;4647882;2,82125149;41,98280298
;VICENÇ MENSUA - ARQUITECTE;427;CR;Nou;14;;N;;;N;;1;B;3699;485286;4648087;485192;4647882;2,82125149;41,98280298
;Ter gest;582;CR;Sant Medir;55;;N;;;N;;BS;;8174;484372;4649470;484278;4649265;2,81018134;41,99524154
;ESDEARQ DELINEACIÓ;427;CR;Nou;22;;N;;;N;;3;2;3686;485212;4648080;485118;4647875;2,82035838;41,98273855
;COMAS JOIERIA;569;AV;Sant Francesc;14;;N;;;N;;BS;;3667;485352;4648059;485258;4647854;2,8220489;41,98255203
;CLUB D'AMICS DE LA UNESCO;569;AV;Sant Francesc;30;;N;;;N;;1;3;3658;485275;4648059;485181;4647854;2,82111941;41,98255059
;MPX ASSESSORS S.L.;569;AV;Sant Francesc;21;;N;;;N;;4;A;1018;485292;4648014;485198;4647809;2,82132575;41,98214561
;SAYOLS;569;AV;Sant Francesc;21;;N;;;N;;2;B;1018;485292;4648014;485198;4647809;2,82132575;41,98214561
;ESCOLA BRESSOL EL TREN;188;CR;Empúries;45;;N;;;N;;;;5266;484419;4646800;484325;4646595;2,81081974;41,97119469
OFICINA D'UNA EMPRESA DE CONSTRUCCIÓ;DRAGADOS;569;AV;Sant Francesc;19;;N;;;N;;1;1;1020;485301;4648020;485207;4647815;2,82143424;41,98219981
COMPLEX POLIESPORTIU;GEiEG;188;CR;Empúries;47;;N;;;N;;;;5265;484393;4646944;484299;4646739;2,81050211;41,97249113
OFICINA IMMOBILIÀRIA;SASI;569;AV;Sant Francesc;15;;N;;;N;;BS;;1021;485309;4648021;485215;4647816;2,82153079;41,98220897
OFICINES D'ASSEGURANCES;CESCE;612;CR;Sèquia;11;;N;;;N;;1;;3689;485208;4648134;485114;4647929;2,82030873;41,98322483
OFICINA BANCÀRIA;KUTXA;260;CR;Jaume I;43;;N;;;N;;BS;;1013;485210;4647969;485116;4647764;2,82033704;41,98173877
CONSULTORI MÈDIC NO ASSISTENCIAL AMB OFICINES;SAT MUTUA D'ACCIDENTS;334;AV;Lluís Pericot;49;;N;51;;N;;BS;5;10128;485453;4646266;485359;4646061;2,82331258;41,96640492
COMERÇ AL DETALL DE SABATES, ROBA I COMPLEMENTS;PEACOCK;427;CR;Nou;12;;N;;;N;;BS;1;3698;485312;4648088;485218;4647883;2,82156532;41,98281247
COMERÇ AL DETALL DE SERVEIS DE TELEINFORMÀTICA I TELECOMUNICACIONS;TELEFONICA;260;CR;Jaume I;70;;N;;;N;;BS;1;1171;485189;4647894;485095;4647689;2,82008543;41,98106287
VENDA, REPARACIÓ I MANTENIMENT D'EQUIPS INFORMÀTICS;PC BOX;358;CR;Marquès de Caldes de Montbui;55;;N;;;N;;BS;1;1660;484984;4646596;484890;4646391;2,81764408;41,96936832
CONSULTA DE FISIOTERÀPIA;FISIO INTEGRAL - GEMMA SOLA;556;CR;Rutlla;124;;N;;;N;;BS;1;1692;485339;4647135;485245;4646930;2,82191507;41,97422962
LABORATORI DE PRÒTESIS DENTALS;EULALIA POU BAEZ;427;CR;Nou;8;;N;;;N;;1;3;3696;485352;4648089;485258;4647884;2,82204815;41,98282223
CONSULTA DE TERÀPIA ALTERNATIVA;MARIA JOSE MORATA - TECNICA DE BASE;110;TR;Canaders;2;;N;;;N;;3;1;9729;485419;4647885;485325;4647680;2,82286201;41,98098611
EXPOSICIÓ DE MATALASSOS;CORTINATGES ESTEBA;556;CR;Rutlla;20;;N;;;N;;BS;1;1299;485450;4647573;485356;4647368;2,82324396;41,97817661
COMERÇ AL DETALL DE PRODUCTES TÈXTILS;CONFECCIONS ROMANS SL;720;CR;Salt;16;J;N;;;N;;;;11527;484138;4646296;484044;4646091;2,8074419;41,9666497
ESCOLA D'ARTS APLICADES;TALLER ELENA MARTÍN;360;CR;Àngel Marsà i Beca;5;;N;;;N;;BS;2;6802;485494;4650401;485400;4650196;2,82370507;42,00364824
LOCUTORI AMB INTERNET;INTERNET LOCUTORI;598;PL;Santa Eugènia;5;;N;;;N;;BS;2;8591;483816;4647340;483722;4647135;2,8035271;41,97604611
VIDEOCAIXA;VIDEOCAIXA LA DEVESA;288;CR;Impressors Oliva;10;;N;;;N;;BS;A;4229;484825;4648106;484731;4647901;2,81568607;41,98296534
COMERÇ AL DETALL D'OBJECTES DE REGAL;LABOTIGA.NET;51;CR;Ballesteries;8;;N;;;N;;BS;;5953;485605;4648389;485511;4648184;2,82509486;41,9855289
AGÈNCIA DE PUBLICITAT;MIRANDES I GRABOLOSA;56;CR;Barcelona;12;;N;;;N;;2;2;1116;485068;4647919;484974;4647714;2,81862419;41,98128575
OFICINES ADMINISTRATIVES D'ASSESSORAMENT I SEGUIMENT DISMINUITS PSÍQUICS;;138;CR;Castell de Solterra;8;;N;;;N;;BS;1;1925;485782;4646956;485688;4646751;2,82726634;41,97262556
COMERÇ AL DETALL D'OBJECTES DE PLATA I BIJUTERIA;PLATAMUNDI;36;CR;Argenteria;11;;N;;;N;;BS;;5843;485554;4648320;485460;4648115;2,82448089;41,98490651
;AJUNTAMENT DE GIRONA;684;PL;Vi;1;;N;;;N;;BS;;25;485630;4648093;485536;4647888;2,82540392;41,98286339
;SANTIVERI;140;PL;Catalunya;6;;N;;;N;;BS;3;88;485506;4648020;485412;4647815;2,82390886;41,98220362
OFICINA ADMINISTRATIVA D'UNA MÚTUA D'ACCIDENTS DE TREBALL;FRATERNIDAD MUPRESPA;166;CR;Creu;37;;N;;;N;;ENT;2A;2620;485176;4647291;485082;4647086;2,81994375;41,9756316
ÒPTICA;ÒPTICA AGUSTÍ;47;CR;Bailèn;2;;N;;;N;;BS;2;1120;485032;4647794;484938;4647589;2,81819282;41,98015923
CENTRE DE IOGA;HAPPY IOGA GIRONA;558;CR;Sant Agustí;40;;N;;;N;;BS;;2117;485269;4646710;485175;4646505;2,82108086;41,97040047
ESTUDI DE DISSENY GRÀFIC I SERVEIS EDITORIALS;UJJA EDICIONS;166;CR;Creu;2;B;N;;;N;;EN;4;1530;485455;4647278;485361;4647073;2,82331163;41,97551973
OFICINA BANCÀRIA;LA CAIXA;549;CR;Roques Altes;3;;N;;;N;;BS;;11667;483879;4649502;483785;4649297;2,80422808;41,99551979
OFICINA I MAGATZEM D'UNA EMPRESA D'INSTAL·LACIÓ D'APARELLS ELEVADORS;THYSSENKRUPP ELEVADORES;510;CR;Rajolers;5;;N;;;N;;BS;1;2221;485259;4646641;485165;4646436;2,8209619;41,96977882
;ELENA ROSICH, ESTEVE RIBAS I BLANCA JEREZ, ADVOCATS;474;PL;Pompeu Fabra;10;;N;;;N;;3;2;1049;485354;4647940;485260;4647735;2,82207602;41,98148027
;GESTORIA REVERENDO;474;PL;Pompeu Fabra;10;;N;;;N;;EN;1;1049;485354;4647940;485260;4647735;2,82207602;41,98148027
;ALMARC Serveis d'assessorament jurídic, laboral, fiscal i comptable;474;PL;Pompeu Fabra;10;;N;;;N;;5;1;1049;485354;4647940;485260;4647735;2,82207602;41,98148027
;ASSOCIACIO D'ESTACIONS DE SERVEI;214;CR;Riu Fluvià;3;;N;;;N;;BS;1;2556;484640;4646251;484546;4646046;2,81350141;41,96625437
;ENGITEC ENGINYERIA;294;CR;Joan Alsina i Hurtós;3;;N;;;N;;BS;1;10818;484683;4646403;484589;4646198;2,81401638;41,96762422
;Eduard Balida Estadella, Logopeda;612;CR;Sèquia;5;;N;;;N;;6;4;3703;485303;4648155;485209;4647950;2,821455;41,98341575
;Oikia, inversions immobiliaries;612;CR;Sèquia;5;;N;;;N;;EN;6;3703;485303;4648155;485209;4647950;2,821455;41,98341575
OFICINA D'ASSESSORAMENT LEGAL I FISCAL;AMG GRUP GIRONA;260;CR;Jaume I;1;;N;;;N;;6;2;3835;485376;4648392;485282;4648187;2,82233031;41,98555169
;A. ABETE OTAZU, ABOAGDO;260;CR;Jaume I;29;;N;;;N;;6;2;3687;485191;4648104;485097;4647899;2,82010427;41,98295431
;9 sostre;612;CR;Sèquia;5;;N;;;N;;EN;2;3703;485303;4648155;485209;4647950;2,821455;41,98341575
ESTACIÓ PROVISIONAL D'AUTOBUSOS;;758;CR;Ferran Soldevila;1;;N;;;N;;;;12926;484960;4647658;484866;4647453;2,8173272;41,97893295
OFICINA D'ASSEGURANCES;AXA;260;CR;Jaume I;35;;N;;;N;;1;1;3687;485191;4648104;485097;4647899;2,82010427;41,98295431
OFICINES;MIFAS;689;RB;Xavier Cugat;41;;N;43;;N;;BS;;9270;484622;4649094;484528;4648889;2,81320965;41,99185997
;Jaume Nadal Farreras i Guillén Nadal Solà, advocats;612;CR;Sèquia;5;;N;;;N;;1;4;3703;485303;4648155;485209;4647950;2,821455;41,98341575
;TALLER DEL MINUSVALID;601;CR;Santa Maria;21;;N;;;N;;;;2446;484769;4646428;484675;4646223;2,81505363;41,96785106
;A&N BUFET D'ASSESSORS S.L.;260;CR;Jaume I;35;A;N;;;N;;4;1;3687;485191;4648104;485097;4647899;2,82010427;41,98295431
;GOTIC ESTUDI S.L.;260;CR;Jaume I;35;A;N;;;N;;3;1;3687;485191;4648104;485097;4647899;2,82010427;41,98295431
;SANS SERVEIS;260;CR;Jaume I;33;;N;;;N;;1;2;3687;485191;4648104;485097;4647899;2,82010427;41,98295431
;FOGA GESTIO ADVOCATS;260;CR;Jaume I;33;;N;;;N;;1;2;3687;485191;4648104;485097;4647899;2,82010427;41,98295431
;LLIBRERIA LES VOLTES;684;PL;Vi;2;;N;;;N;;BS;2;28;485595;4648094;485501;4647889;2,82498139;41,98287175
;Fleca Bellsolà;593;CR;Santa Clara;12;;N;;;N;;BS;3;3682;485421;4648062;485327;4647857;2,82288176;41,98258033
ROSTISSERIA I VENDA DE PLATS CUINATS;POLLASTRES A L'AST CAN PUJOL;495;PL;Prudenci Bertrana;7;;N;;;N;;BS;1;8507;484656;4648067;484562;4647862;2,81364701;41,9826108
CENTRE DE FORMACIÓ I ESCOLA TALLER DE PALETES;INSTITUT GAUDÍ DE LA CONSTRUCCIÓ;595;CT;Santa Coloma;78;;N;;;N;;;;11306;483911;4645874;483817;4645669;2,80471395;41,96284427
SALA DE FESTES AMB ESPECTACLE;CATEDRAL;595;CT;Santa Coloma;77;;N;79;;N;;;;11804;484010;4645791;483916;4645586;2,80591091;41,96209873
;MOSSOS D'ESQUADRA;595;CT;Santa Coloma;72;;N;76;;N;;;;5068;483951;4645889;483857;4645684;2,80519625;41,96298019
EXPOSICIÓ I VENDA DE VEHICLES;GIR-ACC;595;CT;Santa Coloma;85;;N;;;N;;;;11457;483973;4645747;483879;4645542;2,80546561;41,96170169
SUPERMERCAT I BASAR;KEVENMALL;595;CT;Santa Coloma;19;;N;23;;N;;;;11208;484423;4646402;484329;4646197;2,81087858;41,96761011
;CARLOS THOMAS VALL-LLOSERA, CARLOS MORET LLOSAS, ADVOCATS;596;CR;Santa Eugènia;1;;N;;;N;;1;1;1107;485073;4648005;484979;4647800;2,81868236;41,98206042
;LOSADA ADVOCATS, S.L.;596;CR;Santa Eugènia;1;;N;;;N;;1;2;1107;485073;4648005;484979;4647800;2,81868236;41,98206042
;ASSEGURANCES SEBASTIÀ FEIXAS, S.L.;596;CR;Santa Eugènia;1;;N;;;N;;1;2;1107;485073;4648005;484979;4647800;2,81868236;41,98206042
SERVEI DE FOTOCÒPIES;COPY LOW COST;565;PJ;Sant Domènec;9;;N;;;N;;BS;1;5894;485739;4648385;485645;4648180;2,8267126;41,98549532
PARC DE BOMBERS;BOMBERS DE LA GENERALITAT;300;CR;Joan Torró i Cabratosa;15;;N;;;N;;;;5037;484052;4645593;483958;4645388;2,80642312;41,96031626
;Progrup API;593;CR;Santa Clara;2;;N;;;N;;BS;;3678;485417;4648031;485323;4647826;2,82283424;41,98230105
;Joan M Reig Tomàs;184;CR;Francesc Eiximenis;20;;N;;;N;;8;1;3818;485323;4648318;485229;4648113;2,82169235;41,98488421
;EUROFINQUES S.L.;260;CR;Jaume I;29;;N;;;N;;AT;1;3687;485191;4648104;485097;4647899;2,82010427;41,98295431
;NIPONIA, CENTRE DE LLENGUA I CULTURA JAPONESES;260;CR;Jaume I;29;;N;;;N;;AT;2;3687;485191;4648104;485097;4647899;2,82010427;41,98295431
;ASSOCIACIÓ PROFESSIONAL DE TÉCNICS TRIBUTARIS DE CATALUNYA I BALEARS;260;CR;Jaume I;13;;N;;;N;;PR;1;3763;485291;4648302;485197;4648097;2,82130645;41,98473951
;CSI -CSIF;260;CR;Jaume I;13;;N;;;N;;PR;3;3763;485291;4648302;485197;4648097;2,82130645;41,98473951
;ROCIO DELGADO  SALAS, ADVOCADA;260;CR;Jaume I;30;;N;;;N;;4;C;4012;485194;4648284;485100;4648079;2,82013594;41,98457557
TALLER DE REPARACIÓ, LLOGUER I VENDA DE MAQUINÀRIA PER A LA CONSTRUCCIÓ;CM93;31;CT;Antiga d'Amer;68;;N;;;N;;;;11295;482415;4648609;482321;4648404;2,78657879;41,98744547
;DR. ANTONIO ESCATLLAR BATLLE;260;CR;Jaume I;44;;N;;;N;;1;1;3952;485138;4648147;485044;4647942;2,8194634;41,9833406
;INMOBILIARIA MASOL;260;CR;Jaume I;78;;N;80;;N;;EN;2;1193;485274;4647779;485180;4647574;2,82111437;41,9800287
;KÖNIG;260;CR;Jaume I;1;A;N;;;N;;BS;;3834;485365;4648386;485271;4648181;2,82219767;41,98549745
HOTEL AMB TERRASSA PRIVADA;HOTEL ULTÒNIA;260;CR;Jaume I;22;;N;;;N;;BS;1;3890;485271;4648381;485177;4648176;2,82106303;41,98545066
botiga de mobles i màquines d'oficina;;114;CR;Canonge Dorca;7;;N;;;N;;BS;;10288;484881;4647994;484787;4647789;2,81636496;41,98195767
;ESTANC N. 17;260;CR;Jaume I;6;;N;;;N;;BS;2;3884;485355;4648422;485261;4648217;2,82207605;41,9858215
;L'ESTACIÓ. ESPAI JOVE;596;CR;Santa Eugènia;17;;N;;;N;;BS;1;4213;484830;4647850;484736;4647645;2,81575305;41,98065973
;COL·LEGI D'APARELLADORS I ARQUITECTES TÈCNICS;596;CR;Santa Eugènia;19;;N;;;N;;BS;;4239;484785;4647845;484691;4647640;2,81520998;41,98061383
;NARCÍS BORRAT SUNYER, PSICOANALISTA;596;CR;Santa Eugènia;21;A;N;;A;N;;2;2;4238;484776;4647829;484682;4647624;2,81510176;41,98046955
;"MÚSICA GLOBAL DISCOGRÀFICA; MÚSICA GLOBAL EDICIONS MUSICALS, S.L.";596;CR;Santa Eugènia;21;A;N;;A;N;;6;1;4238;484776;4647829;484682;4647624;2,81510176;41,98046955
;Punt de Benvinguda;69;CR;Berenguer Carnicer;3;;N;;;N;;BS;2;3867;485422;4648617;485328;4648412;2,82288003;41,98757905
OBRADOR AMB SERVEI DE CÀTERING;CÀTERING VILANOVA;285;CR;Illa de Fuerteventura;3;;N;;;N;;;;6733;485520;4650108;485426;4649903;2,82402628;42,00100977
;SIPIC, SERVEIS INTEGRALS DE PUBLICITAT, IMATGE I COMUNICACIÓ;560;CR;Sant Antoni Maria Claret;14;;N;;;N;;3;1;1214;485191;4647748;485097;4647543;2,82011326;41,97974794
;PROGRUP;569;AV;Sant Francesc;3;;N;;;N;;PR;2;1040;485395;4648009;485301;4647804;2,82256922;41,98210249
;PERRUQUERIA FAUSTÍ;569;AV;Sant Francesc;1;;N;;;N;;AT;;1041;485411;4648010;485317;4647805;2,82276234;41,9821118
;SUBMINISTRAMENTS PRUNELL, S.L.;449;CR;Pau Casals;28;;N;;;N;;2;3;4193;484597;4648116;484503;4647911;2,81293351;41,98305097
;ITEM CENTRE DE PSICOLOGIA;449;CR;Pau Casals;2;;N;;;N;;2;1;4179;484814;4648235;484720;4648030;2,81554994;41,98412699
;Perruqueria Imma;571;CR;Sant Gregori;121;;N;;;N;;BS;3;8377;484062;4649116;483968;4648911;2,80644809;41,99204696
;Bermina i Nur, oficines;399;CR;Montbó;11;;N;;;N;;BS;;8337;484118;4649008;484024;4648803;2,80712711;41,99107538
CENTRE DOCENT;COL·LEGI  BELL-LLOC;721;CR;Can Pau Birol;2;;N;6;;N;;;2;5026;484070;4646577;483976;4646372;2,80661363;41,96917921
CENTRE INFORMACIÓ I ASSESSORAMENT A L'ESTUDIANT;C.I.A.E;707;CR;Maria Aurèlia Capmany i Farnés;38;;N;;;N;;;;11262;485874;4645932;485780;4645727;2,82840139;41,96340436
CENTRE SOCIAL;CENTRE SOCIAL DE MONTILIVI;77;CR;Carles de Bolós;1;;N;;;N;;;;11877;485919;4646985;485825;4646780;2,82891917;41,97288922
;CLUB DE TENIS GIRONA;33;CR;Aragó;58;;N;;;N;;;1;3559;484790;4644660;484696;4644455;2,81535287;41,95192762
;ENCARNA ROMERO GIL I CARMEN GONZALEZ;427;CR;Nou;6;;N;;;N;;3;4;3696;485352;4648089;485258;4647884;2,82204815;41,98282223
;LACTASANA;94;CR;Camp Gurnau;2;;N;;;N;;;;5098;483717;4645436;483623;4645231;2,80238497;41,95889535
COMERÇ AL DETALL DE ROBA;ADOLFO DOMÍNGUEZ;260;CR;Jaume I;11;;N;;;N;;BS;;3764;485300;4648304;485206;4648099;2,82141505;41,98475769
BOTIGA DE ROBA;;36;CR;Argenteria;19;;N;;;N;;BS;;5847;485559;4648342;485465;4648137;2,82454071;41,98510474
PERRUQUERIA;Tendències Xavi Traver;288;CR;Impressors Oliva;10;;N;;;N;;BS;B;4229;484825;4648106;484731;4647901;2,81568607;41,98296534
VENDA MAJOR DE SANITARIS, AIXETES, CALEFACCIÓ, CERÀMICA,...;ROCA;300;CR;Joan Torró i Cabratosa;28;;N;;;N;;;;9390;483942;4645480;483848;4645275;2,80509882;41,95929627
EXPOSICIÓ, VENDA I REPARACIÓ DE VEHICLES SENSE PINTURA;KIA;300;CR;Joan Torró i Cabratosa;28;;N;;;N;;;;9390;483942;4645480;483848;4645275;2,80509882;41,95929627
;DR. N. NEGRE FRIGOLA - MEDICINA GENERAL;223;CR;Fontanilles;5;;N;;;N;;1;2;1035;485337;4648006;485243;4647801;2,82186916;41,98207439
VENDA DE XEMENEIES I ARTICLES EQUIPAMENT DE LA LLAR;COMERCIAL MACO;596;CR;Santa Eugènia;104;;N;;;N;A;BS;;4699;484405;4647688;484311;4647483;2,81062717;41,97919234
;F. SANZ GARCIA: ADVOCAT;596;CR;Santa Eugènia;102;;N;;;N;B;EN;1;4699;484405;4647688;484311;4647483;2,81062717;41,97919234
COMERÇ DE PRODUCTES D'HOSTELERIA;24 ACCIÓN, SL;607;CR;Saragossa;10;;N;;;N;;;;1613;484825;4646841;484731;4646636;2,81571879;41,9715719
CENTRE D'ESTÈTICA I SERVEIS PARASANITARIS;ESTEMA;334;AV;Lluís Pericot;108;;N;;;N;;BS;4;10916;484985;4646277;484891;4646072;2,81766431;41,9664952
COMERÇ AL DETALL DE PORTES, TARIMES, PARQUETS I ALTRES PAVIMENTS;VIA INSTAL·LACIONS;358;CR;Marquès de Caldes de Montbui;55;;N;;;N;;BS;2;1660;484984;4646596;484890;4646391;2,81764408;41,96936832
COMERÇ AL DETALL DE PA;SANT ANTONI;350;CR;Josep Maluquer i Salvador;4;;N;;;N;;BS;;2694;485195;4647426;485101;4647221;2,82016967;41,97684786
COMERÇ AL DETALL DE PA;FLECA SANT DANIEL;684;PL;Vi;3;;N;;;N;;BS;1;27;485576;4648079;485482;4647874;2,8247524;41,9827363
COMERÇ AL DETALL DE MOBLES I MÀQUINES D'OFICINA;GISPERT GAEMSA;358;CR;Marquès de Caldes de Montbui;114;;N;;;N;;BS;2;2294;485341;4646433;485247;4646228;2,82195675;41,96790696
TALLER ARTESANAL DE REPARACIÓ DE JOIES I BISUTERIA;;223;CR;Fontanilles;5;;N;;;N;;EN;4;1035;485337;4648006;485243;4647801;2,82186916;41,98207439
AUTO-ESCOLA;AUTOESCOLA EUROPA;835;CR;Tomàs Carreras i Artau;1;;N;;;N;;BS;;10290;483802;4647044;483708;4646839;2,80336629;41,97337985
COMERÇ AL DETALL DE ROBA I COMPLEMENTS;G-STAR;560;CR;Sant Antoni Maria Claret;24;;N;;;N;;BS;;1218;485251;4647709;485157;4647504;2,8208385;41,9793978
CENTRE DE CULTE;;574;CR;Sant Isidre;48;;N;;;N;;BS;1;2369;484931;4646548;484837;4646343;2,81700566;41,96893498
DESPATX D'ARQUITECTURA;ELENA MASSANEDA i MONICA FUENTES - ARQUITECTES;386;CR;Migdia;37;;N;;;N;;5;5;10087;485262;4647234;485168;4647029;2,82098321;41,97511984
DISSENY I COMERÇ AL DETALL DE ROBA;CARME PUIGDEVALL PLANTÉS;88;CR;Calderers;17;;N;;;N;;BS;2;6034;485519;4648642;485425;4648437;2,82405043;41,98780601
COMERÇ AL DETALL DE ROBA INFANTIL I COMPLEMENTS;LA BOTIGUETA DE SANT NARCÍS;772;PG;"Ramon Berenguer II, ""Cap d'Estopes""";3;;N;;;N;;BS;3;8698;484329;4646745;484235;4646540;2,80973498;41,97069753
LOCUTORI TELEFÒNIC I SALA D'INTERNET;;537;CR;Riu Ser;6;;N;;;N;;BS;D;1682;484908;4646758;484814;4646553;2,81672268;41,97082594
LOCUTORI TELEFÒNIC;SABALY SC;411;CR;Montseny;80;;N;;;N;;BS;2;5427;483714;4647272;483620;4647067;2,80229783;41,97543155
OFICINES D'ADMINISTRACIÓ DE FINQUES;SC GESTIO;144;CR;Caterina Albert;6;;N;;;N;;EN;;4078;484581;4648221;484487;4648016;2,81273761;41,98399636
CENTRE D'ESTÈTICA AMB MICROPIGMENTACIÓ;CENTRE NU;262;CR;Riu Güell;50;;N;;;N;;BS;2;4178;484866;4648264;484772;4648059;2,81617692;41,98438919
;C.E.I.P. PLA DE GIRONA;334;AV;Lluís Pericot;16;;N;;;N;;;;1909;485505;4646805;485411;4646600;2,82392682;41,97126049
;CLINICA DENTAL DRA. ROSA CASAS I MUNS;334;AV;Lluís Pericot;33;;N;;;N;;1;3;2040;485527;4646531;485433;4646326;2,8241991;41,96879306
;FRANCISCO VIVAS ARJONA I JOAN BERNA XIRGO, NOTARIA;260;CR;Jaume I;31;;N;;;N;;1;1;3687;485191;4648104;485097;4647899;2,82010427;41,98295431
;GESTIO HIPOTECA GIRONA;260;CR;Jaume I;29;;N;;;N;;5;2;3687;485191;4648104;485097;4647899;2,82010427;41,98295431
;JOAN FERRAN FONT;260;CR;Jaume I;29;;N;;;N;;4;2;3687;485191;4648104;485097;4647899;2,82010427;41,98295431
;J.M.MASCARO I I.CASANOVAS, DOCTORS;260;CR;Jaume I;29;;N;;;N;;4;5;3687;485191;4648104;485097;4647899;2,82010427;41,98295431
MUSEU;Museu Cinema, col·lecció Tomàs Mallol;612;CR;Sèquia;1;;N;;;N;;;;3710;485377;4648171;485283;4647966;2,8223479;41,98356124
;MATEU VALLS I RIERA, GABINET JURIDIC;260;CR;Jaume I;29;;N;;;N;;3;2;3687;485191;4648104;485097;4647899;2,82010427;41,98295431
;PAGES & GASSO, S.L., DETECTIUS;260;CR;Jaume I;29;;N;;;N;;4;4;3687;485191;4648104;485097;4647899;2,82010427;41,98295431
;ADDITIO COMERCIAL ESCRIPTORI I PAPERERIA;260;CR;Jaume I;29;;N;;;N;;6;3;3687;485191;4648104;485097;4647899;2,82010427;41,98295431
;ARCADI PLA I MASMIQUEL, ARQUITECTE;339;CR;Mare de Déu de Loreto;20;;N;;;N;;BS;;1884;485410;4646850;485316;4646645;2,82277912;41,97166403
;SUBDELEGACIO DEL GOVERN A GIRONA;260;CR;Jaume I;17;;N;;;N;;;;3761;485260;4648277;485166;4648072;2,82093286;41,98451376
CENTRE NEGOCIS-ASSESSORIA EMPRESES;EDIFICI CINC;262;CR;Riu Güell;56;;N;58;;N;;;;9357;484746;4648143;484652;4647938;2,81473146;41,98329706
INSTITUT ENSENYAMENT SECUNDARI;IES SANTIAGO SOBREQUÉS I VIDAL;298;CR;Joan Reglà;2;;N;4;;N;;;;2353;485193;4646805;485099;4646600;2,82016121;41,97125468
;HOMS;260;CR;Jaume I;9;;N;;;N;;BS;;3832;485322;4648343;485228;4648138;2,82167965;41,98510936
;VIDAL i UBEDA, ADVOCATS;260;CR;Jaume I;9;;N;;;N;;4;3;3832;485322;4648343;485228;4648138;2,82167965;41,98510936
;CENTRE SOCIAL PALAU-MONTILIVI;298;CR;Joan Reglà;14;;N;;;N;;BS;1;1897;485415;4646793;485321;4646588;2,82284088;41,97115075
;E. OLIVA i ANDRES, TOCO-GINECOLEG;260;CR;Jaume I;5;;N;;;N;;3;2;3830;485345;4648353;485251;4648148;2,82195706;41,98519986
;GESTORIA ROIG;260;CR;Jaume I;3;;N;;;N;;1;A;3833;485352;4648371;485258;4648166;2,82204111;41,98536211
;DALIA;426;CR;Nord;1;;N;;;N;;BS;;3804;485410;4648293;485316;4648088;2,82274322;41,98466067
HOTEL AMB RESTAURANT;HOTEL CIUTAT DE GIRONA / RESTAURANT BLANC;426;CR;Nord;2;;N;;;N;;;;10763;485426;4648304;485332;4648099;2,8229361;41,98476004
;BUFET MARIA ORRIOLS;260;CR;Jaume I;3;;N;;;N;;5;A;3833;485352;4648371;485258;4648166;2,82204111;41,98536211
RESTAURANT;LA PICCOLA;386;CR;Migdia;89;;N;;;N;;BS;;10997;485192;4646889;485098;4646684;2,82014702;41,97201122
;CORVE S.L.;260;CR;Jaume I;1;;N;;;N;;2;1;3835;485376;4648392;485282;4648187;2,82233031;41,98555169
;ESTUDI D'ARQUITECTURA MIQUEL POCH CLARA & JORDI SALVATIERRA HERRERO;260;CR;Jaume I;3;;N;;;N;;AT;B;3833;485352;4648371;485258;4648166;2,82204111;41,98536211
;Fundació Fita;272;CR;Hortes;22;;N;;;N;;BS;L3;3808;485356;4648272;485262;4648067;2,82209187;41,98447052
