"Descripcio";"Nom_comercial";"Codi_carrer";"Codi_via";"Nom_carrer";"Numero_inf";"Lletra_inf";"Accessori_inf";"Numero_sup";"Lletra_sup";" Accessori_sup";"Escala";"Pis";"Porta";"Id_edifici";"utm_x_etrs89";" utm_y_etrs89";"lon";"lat"
"?";"FUNDACIÓ CENT LLARS";"414";"CR";"MOSSÈN BALDIRI REIXAC";"52";"";"N";"";"";"N";"";"BS";"";"1897";"485322";"4646589";"2,82284719";"41,97115698"
"?";"MP&C GESTIO I ADMINISTRACIO";"296";"CR";"JOAN MARAGALL";"7";"";"N";"";"";"N";"";"2";"2";"1082";"485297";"4647633";"2,82251936";"41,98055947"
"?";"ASSESSORIA SALVADOR S.L.";"296";"CR";"JOAN MARAGALL";"7";"";"N";"";"";"N";"";"2";"3";"1082";"485297";"4647633";"2,82251936";"41,98055947"
"TALLER I BOTIGA DE MOTOCICLETES";"MARTIN RACING";"582";"CR";"SANT MEDIR";"59";"";"N";"";"";"N";"";"BS";"";"8172";"484246";"4649284";"2,80978849";"41,99540911"
"VENDA DE RECANVIS I ACCESSORIS PER A BICICLETES I MOTOCICLETES";"OLYMPIA 2";"732";"CR";"GEORGE STEPHENSON";"7";"";"N";"";"";"N";"";"";"";"10145";"484082";"4645338";"2,80791522";"41,95986556"
"CENTRE DE TERÀPIES NATURALS";"PAQUITA";"296";"CR";"JOAN MARAGALL";"7";"";"N";"";"";"N";"";"2";"1";"1082";"485297";"4647633";"2,82251936";"41,98055947"
"?";"COMALADA SERVEIS PERICIALS";"585";"AV";"SANT NARCÍS";"78";"";"N";"";"";"N";"";"BS";"2";"5270";"484410";"4646636";"2,81183883";"41,97156278"
"?";"JUNCA I ASSOCIATS S.L.";"296";"CR";"JOAN MARAGALL";"11";"";"N";"";"";"N";"";"1";"";"1080";"485293";"4647611";"2,82247163";"41,98036125"
"BAR-RESTAURANT (CAT. 3)";"BESCUIT";"296";"CR";"JOAN MARAGALL";"13";"";"N";"";"";"N";"";"BS";"1";"1079";"485284";"4647601";"2,82236324";"41,98027101"
"PARC INFANTIL";"FLOTILANDIA";"585";"AV";"SANT NARCÍS";"101";"";"N";"";"";"N";"";"";"";"5274";"484446";"4646569";"2,81227509";"41,97096004"
"?";"CENTRE PARE CLARET";"296";"CR";"JOAN MARAGALL";"23";"";"N";"";"";"N";"";"BS";"";"1346";"485218";"4647509";"2,82156887";"41,97944116"
"?";"BUFET FUENTES";"296";"CR";"JOAN MARAGALL";"23";"";"N";"";"";"N";"";"2";"1";"1346";"485218";"4647509";"2,82156887";"41,97944116"
"CENTRE DE RECONEIXEMENT I ASSESSORAMENT LABORAL";"GRUPO M.G.O. PREVENCIÓ DE RISCOS LABORALS";"585";"AV";"SANT NARCÍS";"124";"";"N";"";"";"N";"";"BS";"";"4961";"484286";"4646243";"2,81035273";"41,96802070"
"BAR RESTAURANT (CAT. 2)";"AVINGUDA";"585";"AV";"SANT NARCÍS";"91";"";"N";"";"";"N";"";"BS";"L2";"4666";"484498";"4646814";"2,81289623";"41,97316770"
"SERVEIS PRIVATS DE TELECOMUNICACIÓ I LLOGUER D'OFICINES";"EMPRESES BIZ SERVEIS PROFESSIONALS S.L.";"78";"CR";"BONASTRUC DE PORTA";"31";"";"N";"";"";"N";"";"1";"4";"3943";"484990";"4647953";"2,81880539";"41,98343581"
"?";"CAP Dr. Joan Vilaplana";"395";"CR";"MODEGUERA GRAN";"1";"";"N";"";"";"N";"";"BS";"ES";"8123";"483784";"4649406";"2,80420703";"41,99649854"
"?";"Caixa Girona: Llar de Jubilats";"395";"CR";"MODEGUERA GRAN";"1";"";"N";"";"";"N";"";"BS";"DR";"8123";"483784";"4649406";"2,80420703";"41,99649854"
"?";"ACCIÓ IMMOBILIARIA";"78";"CR";"BONASTRUC DE PORTA";"35";"";"N";"";"";"N";"";"EN";"A";"3942";"484976";"4647934";"2,81863688";"41,98326441"
"?";"COL·LEGI DE MEDIADORS D'ASSEGURANCES TITULATS DE GIRONA";"78";"CR";"BONASTRUC DE PORTA";"35";"";"N";"";"";"N";"";"EN";"C";"3942";"484976";"4647934";"2,81863688";"41,98326441"
"?";"SERRA & SIMON ADVOCATS";"78";"CR";"BONASTRUC DE PORTA";"35";"";"N";"";"";"N";"";"EN";"D";"3942";"484976";"4647934";"2,81863688";"41,98326441"
"?";"Girona Mobel";"146";"CR";"CENTRAL";"1";"";"N";"";"";"N";"";"BS";"2";"8090";"484030";"4649346";"2,80717887";"41,99596317"
"?";"Auto taller Sabat";"644";"CR";"TORRE DE TAIALÀ";"58";"";"N";"";"";"N";"";"BS";"";"8093";"484005";"4649370";"2,80687637";"41,99617882"
"?";"SOL-FRED";"262";"CR";"RIU GÜELL";"160";"";"N";"";"";"N";"";"BS";"1";"4843";"484141";"4646928";"2,80858431";"41,97418736"
"?";"OFIMATICA GIRONA";"262";"CR";"RIU GÜELL";"160";"";"N";"";"";"N";"";"BS";"2";"4843";"484141";"4646928";"2,80858431";"41,97418736"
"OFICINA D'UNA EMPRESA DE LLOGUER DE BASTIDES I REHABILITACIÓ DE FAÇANES";"9 A 13 - 15 A 20";"262";"CR";"RIU GÜELL";"168";"";"N";"";"";"N";"";"BS";"2";"4860";"484111";"4646853";"2,80822425";"41,97351125"
"OFICINES DE CORREUS";"CORREOS Y TELÉGRAFOS";"511";"AV";"RAMON FOLCH";"2";"";"N";"";"";"N";"";"BS";"";"3860";"485327";"4648272";"2,82286554";"41,98631528"
"?";"JUTJATS";"511";"AV";"RAMON FOLCH";"4";"";"N";"";"";"N";"";"";"";"3870";"485272";"4648321";"2,82220035";"41,98675557"
"?";"F. BALTRONS BOSCH I F.X. SANTALÓ BAYONA - ADVOCATS";"391";"CR";"MIQUEL BLAY";"2";"";"N";"";"";"N";"";"6";"E";"4011";"485114";"4648115";"2,82029816";"41,98489724"
"?";"CCOO";"391";"CR";"MIQUEL BLAY";"1";"A";"N";"";"";"N";"";"5";"";"4019";"485081";"4648090";"2,81990043";"41,98467144"
"CENTRE DE L'AUTOMOBIL";"HIPERCOR CENTRE DE L'AUTOMÒBIL";"56";"CR";"BARCELONA";"146";"";"N";"";"";"N";"";"";"";"2586";"484481";"4646162";"2,81270825";"41,96729502"
"RESIDÈNCIA GERIÀTRICA";"RESIDÈNCIA CREU DE PALAU";"731";"CR";"JOCS OLÍMPICS DE BARCELONA";"2";"";"N";"";"";"N";"";"";"";"3009";"485416";"4645135";"2,82401774";"41,95806301"
"SALÓ DE BELLESA";"";"317";"CR";"JULI GARRETA";"18";"";"N";"";"";"N";"";"3";"2";"1245";"485012";"4647483";"2,81908295";"41,97920310"
"OFICINA DE LLOGUER DE LOCALS INDUSTRIALS";"CINCO MILQUINIENTAS SA";"56";"CR";"BARCELONA";"5";"";"N";"";"";"N";"";"6";"1";"1160";"485015";"4647699";"2,81911366";"41,98114859"
"EMPRESA DE TREBALL TEMPORAL";"RANSTAD";"186";"CR";"EMILI GRAHIT";"1";"";"N";"";"";"N";"";"BS";"";"2666";"484835";"4647112";"2,81695600";"41,97585824"
"OFICINA BANCÀRIA";"CAIXA CATALUNYA";"596";"CR";"SANTA EUGÈNIA";"21";"B";"N";"";"";"N";"";"BS";"";"4237";"484666";"4647624";"2,81490280";"41,98046638"
"ÒPTICA";"ALAIN AFFLELOU";"394";"PL";"MIQUEL SANTALÓ";"3";"";"N";"";"";"N";"";"";"";"1331";"485199";"4647424";"2,82134166";"41,97867524"
"VENDA DE CALÇAT I COMPLEMENTS DE MODA INFANTIL";"DNINS";"576";"CR";"SANT JOAN BAPTISTA DE LA SALLE";"16";"";"N";"18";"";"N";"";"BS";"4";"1317";"485155";"4647307";"2,82081351";"41,97762063"
"OFICINA TÈCNICA D'ENGINYERIA";"ENGINYERIA I CONSTRUCCIÓ";"574";"CR";"SANT ISIDRE";"63";"";"N";"";"";"N";"";"BS";"2";"2357";"484905";"4646350";"2,81782047";"41,96899651"
"VIDEO CLUB";"VIDEO CLUB 37";"338";"CR";"MARE DE DÉU DE LA SALUT";"37";"A";"N";"";"";"N";"";"BS";"1";"4756";"484146";"4647231";"2,80863649";"41,97691647"
"OFICINA TÈCNICA D'ARQUITECTURA";"";"779";"PL";"CIUTAT DE FIGUERES";"1";"";"N";"";"";"N";"";"BS";"";"10303";"485613";"4646601";"2,82635904";"41,97127042"
"LLAR AMB SUPORT PER A MALALTS MENTALS";"LLAR AMB SUPORT DRISSA";"245";"PL";"CAMIL GEIS";"2";"";"N";"";"";"N";"";"2";"3";"6801";"485380";"4650143";"2,82345879";"42,00316767"
"?";"BELLMAS CONSULTORS";"56";"CR";"BARCELONA";"59";"";"N";"";"";"N";"";"1";"1";"2667";"484857";"4647139";"2,81722085";"41,97610184"
"magatzem i venda de material escolar";"EDICIONS ADDITIO SL";"805";"CR";"BESCANÓ";"10";"";"N";"";"";"N";"";"";"";"11803";"483174";"4648985";"2,79685396";"41,99269395"
"?";"MAGATZEMS MARI";"260";"GV";"JAUME I";"66";"";"N";"";"";"N";"";"";"";"1140";"485081";"4647744";"2,81990921";"41,98155514"
"?";"ROSER BANCELLS JUNCÀ";"260";"GV";"JAUME I";"20";"";"N";"";"";"N";"";"4";"2";"3889";"485204";"4648172";"2,82138319";"41,98541231"
"?";"FEDERACIÓ CATALANA DE PATINATGE, TERRITORIAL DE GIRONA";"52";"CR";"JAUME BALMES";"15";"";"N";"";"";"N";"";"EN";"2";"2641";"485003";"4647121";"2,81898355";"41,97594252"
"?";"ART DECORACIÓ";"52";"CR";"JAUME BALMES";"15";"";"N";"";"";"N";"";"BS";"1";"2641";"485003";"4647121";"2,81898355";"41,97594252"
"DESPATX COMPTABILITAT I ADMINISTRACIÓ D'EMPRESA";"";"128";"TR";"CARRIL";"2";"";"N";"";"";"N";"";"6";"1";"1102";"484922";"4647750";"2,81798974";"41,98160616"
"?";"TECNOLAND TRANSLATIONS";"229";"CR";"FRANCESC DE CIURANA I HERNÁNDEZ";"7";"";"N";"";"";"N";"";"6";"";"2675";"485022";"4647253";"2,81920952";"41,97713176"
"?";"BUSSÓ GESTIÓ S.L.";"229";"CR";"FRANCESC DE CIURANA I HERNÁNDEZ";"15";"";"N";"";"";"N";"";"EN";"4";"2673";"485004";"4647232";"2,81899279";"41,97694227"
"?";"JORDI BAYER TRIAS, ENGINYER INDUSTRIAL";"229";"CR";"FRANCESC DE CIURANA I HERNÁNDEZ";"15";"";"N";"";"";"N";"";"3";"2";"2673";"485004";"4647232";"2,81899279";"41,97694227"
"?";"JOSÉ Mª RAMOS RODRÍGUEZ, PERITO INDUSTRIAL";"229";"CR";"FRANCESC DE CIURANA I HERNÁNDEZ";"15";"";"N";"";"";"N";"";"5";"2";"2673";"485004";"4647232";"2,81899279";"41,97694227"
"?";"JOSÉ MIGUEL PUEYO, PSICOANALISTA";"229";"CR";"FRANCESC DE CIURANA I HERNÁNDEZ";"15";"";"N";"";"";"N";"";"3";"1";"2673";"485004";"4647232";"2,81899279";"41,97694227"
"?";"ASSOCIACIÓ DE PSICOANÀLISI CENTRE D'ESTUDIS FREUDIANS";"229";"CR";"FRANCESC DE CIURANA I HERNÁNDEZ";"15";"";"N";"";"";"N";"";"3";"1";"2673";"485004";"4647232";"2,81899279";"41,97694227"
"?";"CENTRE D'ASSISTÈNCIA MÈDICA FRANCESC CIURANA";"229";"CR";"FRANCESC DE CIURANA I HERNÁNDEZ";"17";"";"N";"";"";"N";"";"EN";"3";"2672";"484979";"4647230";"2,81869108";"41,97692379"
"BAR";"CAN PACO";"676";"CR";"VALÈNCIA";"32";"";"N";"";"";"N";"";"BS";"";"4909";"484162";"4646345";"2,80885348";"41,96893689"
"?";"GABINET D'ESPECIALITATS MÈDIQUES";"229";"CR";"FRANCESC DE CIURANA I HERNÁNDEZ";"25";"";"N";"";"";"N";"";"1";"1";"2669";"484913";"4647195";"2,81789534";"41,97660729"
"?";"DR. JOAN CROS ALAVEDRA, GINECÒLEG";"229";"CR";"FRANCESC DE CIURANA I HERNÁNDEZ";"25";"";"N";"";"";"N";"";"2";"1";"2669";"484913";"4647195";"2,81789534";"41,97660729"
"?";"FUSTERIA";"607";"CR";"SARAGOSSA";"5";"";"N";"";"";"N";"";"BS";"";"1584";"484737";"4646670";"2,81578460";"41,97187540"
"?";"FUSTERIA PLANA";"607";"CR";"SARAGOSSA";"7";"";"N";"";"";"N";"";"BS";"";"1583";"484747";"4646668";"2,81590535";"41,97185758"
"?";"RUBÉN BENITO, CORREDOR D'ASSEGURANCES";"229";"CR";"FRANCESC DE CIURANA I HERNÁNDEZ";"12";"";"N";"14";"";"N";"";"BS";"";"1403";"484955";"4647252";"2,81840083";"41,97712147"
"?";"CDR GABINET DE FISIOTERÀPIA";"229";"CR";"FRANCESC DE CIURANA I HERNÁNDEZ";"10";"";"N";"";"";"N";"";"1";"";"1402";"484973";"4647261";"2,81861787";"41,97720288"
"BOTIGA D'ELECTRODOMÈSTICS";"COMFORT";"229";"CR";"FRANCESC DE CIURANA I HERNÁNDEZ";"8";"";"N";"";"";"N";"";"BS";"";"1401";"484989";"4647275";"2,81881063";"41,97732928"
"TALLER D'IMPRESSIÓ GRÀFICA";"GRÀFIQUES FORNELLS";"607";"CR";"SARAGOSSA";"15";"";"N";"";"";"N";"";"BS";"2";"1578";"484825";"4646636";"2,81684758";"41,97157088"
"BOTIGA DE ROBA I COMPLEMENTS";"ANNA MACIÀ";"593";"CR";"SANTA CLARA";"34";"";"N";"";"";"N";"";"BS";"1";"3736";"485359";"4647992";"2,82325882";"41,98379401"
"BAR-RESTAURANT (CAT.1)";"VINTAGES";"161";"CR";"CORT REIAL";"15";"B";"N";"";"";"N";"";"BS";"";"5821";"485485";"4648103";"2,82477710";"41,98479608"
"?";"SABRIA-BACH GINECOLEGS";"296";"CR";"JOAN MARAGALL";"31";"";"N";"";"";"N";"";"1";"C";"1320";"485131";"4647341";"2,82052296";"41,97792641"
"?";"DR. MANUEL LIERN, OTORRINO";"296";"CR";"JOAN MARAGALL";"31";"";"N";"";"";"N";"";"3";"B";"1320";"485131";"4647341";"2,82052296";"41,97792641"
"SUPERMERCAT";"VALVI";"296";"CR";"JOAN MARAGALL";"33";"";"N";"";"";"N";"";"BS";"";"1319";"485135";"4647328";"2,82057157";"41,97780940"
"?";"JOSEP ROMAN, OSTEOPATA";"296";"CR";"JOAN MARAGALL";"35";"";"N";"";"";"N";"";"8";"";"2713";"485095";"4647285";"2,82008984";"41,97742135"
"?";"FERC GIRONA";"296";"CR";"JOAN MARAGALL";"35";"";"N";"";"";"N";"";"4";"3";"2713";"485095";"4647285";"2,82008984";"41,97742135"
"?";"ASSOCIACIO DE RAMADERS I AGRICULTORS DE LES COMARQUES GIRONINES";"296";"CR";"JOAN MARAGALL";"35";"";"N";"";"";"N";"";"2";"1";"2713";"485095";"4647285";"2,82008984";"41,97742135"
"?";"CARME DOMENECH, PSICOLOGA";"296";"CR";"JOAN MARAGALL";"35";"";"N";"";"";"N";"";"3";"3";"2713";"485095";"4647285";"2,82008984";"41,97742135"
"?";"SECCIO SINDICAL DE CC.OO.";"296";"CR";"JOAN MARAGALL";"35";"";"N";"";"";"N";"";"3";"2";"2713";"485095";"4647285";"2,82008984";"41,97742135"
"?";"APLISER S.L.";"296";"CR";"JOAN MARAGALL";"35";"";"N";"";"";"N";"";"2";"2";"2713";"485095";"4647285";"2,82008984";"41,97742135"
"?";"DALMAU GOMEZ S.L.";"296";"CR";"JOAN MARAGALL";"37";"";"N";"";"";"N";"";"1";"";"2712";"485092";"4647273";"2,82005393";"41,97731322"
"PERRUQUERIA";"DAVID PERRUQUERS";"296";"CR";"JOAN MARAGALL";"41";"";"S";"";"";"N";"";"BS";"";"2710";"485081";"4647254";"2,81992164";"41,97714188"
"?";"GABINETE MEDICO DRA. CROS";"296";"CR";"JOAN MARAGALL";"53";"";"N";"55";"";"N";"";"4";"B";"2689";"485056";"4647173";"2,81962194";"41,97641187"
"?";"INSTACLIM";"585";"AV";"SANT NARCÍS";"124";"";"N";"";"";"N";"";"2";"2";"4961";"484286";"4646243";"2,81035273";"41,96802070"
"?";"JOSEP M. MASSANAS VIDAL, MEDICO";"296";"CR";"JOAN MARAGALL";"57";"";"N";"";"";"N";"";"1";"";"2688";"485049";"4647153";"2,81953796";"41,97623160"
"?";"CENTRAL DE GESTIONS CANIGO CORREDORIA D'ASSEGURANCES S.L.";"296";"CR";"JOAN MARAGALL";"12";"";"N";"";"";"N";"";"1";"";"1197";"485202";"4647561";"2,82137443";"41,97990921"
"PISTES DE PÀDEL";"PÀDEL GIRONA";"56";"CR";"BARCELONA";"232";"A";"N";"";"";"N";"";"";"";"8709";"483986";"4644506";"2,80677942";"41,95237006"
"?";"CEIP COL·LEGI VERD";"296";"CR";"JOAN MARAGALL";"32";"";"N";"";"";"N";"";"BS";"1";"1201";"485115";"4647442";"2,82032727";"41,97883578"
"FUSTERIA, EBENESTERIA I MUNTATGE DE QUADRES";"SUREDA";"566";"CT";"SANT FELIU";"33";"";"N";"35";"";"N";"";"";"1";"711";"486661";"4646519";"2,83900948";"41,97055031"
"?";"DIVISION HIPOTECARIA, ASESORES FINANCIEROS";"296";"CR";"JOAN MARAGALL";"36";"";"N";"";"";"N";"";"3";"C";"1367";"485078";"4647344";"2,81988315";"41,97795243"
"?";"INSTITUT D'OFTALMOLOGIA";"296";"CR";"JOAN MARAGALL";"36";"";"N";"";"";"N";"";"EN";"D";"1367";"485078";"4647344";"2,81988315";"41,97795243"
"?";"JOAN PALLAS PUIGDOMENECH, ADVOCAT";"296";"CR";"JOAN MARAGALL";"36";"";"N";"";"";"N";"";"1";"E";"1367";"485078";"4647344";"2,81988315";"41,97795243"
"?";"CLINICA DENTAL";"296";"CR";"JOAN MARAGALL";"44";"";"N";"46";"";"N";"";"1";"1";"2679";"485047";"4647251";"2,81951133";"41,97711422"
"CENTRE DOCENT";"COL·LEGI DR. MASMITJA";"296";"CR";"JOAN MARAGALL";"56";"";"N";"";"";"N";"";"BS";"";"2684";"484966";"4647190";"2,81853519";"41,97656327"
"ELABORACIÓ I VENDA DE PIZZES";"CORSARO";"358";"CR";"MARQUÈS DE CALDES DE MONTBUI";"87";"";"N";"93";"";"N";"";"BS";"2";"11847";"485100";"4646329";"2,82017441";"41,96881108"
"BAR RESTAURANT, VENDA DE PLATS PREPARATS I PA";"ROSTISSERIA-BAR-RESTAURANT PERICOT";"523";"CR";"RIERA BUGANTÓ";"7";"";"N";"";"";"N";"";"BS";"4";"10037";"485454";"4646164";"2,82445084";"41,96733159"
"?";"Kyrana, teràpies naturals";"689";"RB";"XAVIER CUGAT";"34";"";"N";"";"";"N";"";"1";"1";"7444";"484639";"4648956";"2,81454207";"41,99246270"
"?";"Club de bàsquet Girona";"689";"RB";"XAVIER CUGAT";"48";"";"N";"";"";"N";"";"BS";"";"7469";"484485";"4648965";"2,81268255";"41,99254074"
"OFICINES ADMINISTRATIVES";"inem";"585";"AV";"SANT NARCÍS";"109";"";"N";"";"";"N";"";"";"";"11423";"484403";"4646476";"2,81175858";"41,97012157"
"taller de fusteria d'alumini";"";"99";"DI";"CAMPDORÀ";"43";"";"N";"";"";"N";"";"";"";"10404";"486201";"4652339";"2,83332096";"42,02296100"
"?";"ESTUDI EILIN";"74";"CR";"TOMÁS DE LORENZANA";"44";"B";"N";"";"B";"N";"";"BS";"1";"1226";"484973";"4647464";"2,81861268";"41,97903123"
"CENTRE D'EDUCACIÓ INFANTIL I PRIMÀRIA";"CEIP MIGDIA";"558";"CR";"SANT AGUSTÍ";"31";"";"N";"";"";"N";"";"";"";"2352";"485068";"4646552";"2,81978255";"41,97081896"
"?";"Taller serigràfic";"631";"CR";"TEIDE";"1";"";"N";"";"";"N";"";"BS";"";"7569";"483841";"4649191";"2,80490117";"41,99456329"
"ESTACIÓ BASE DE TELEFONIA FIXA VIA RÀDIO";"";"93";"CR";"CAMP DE LES LLOSES";"1";"C";"N";"";"";"N";"";"";"";"11632";"483930";"4644838";"2,80609468";"41,95535914"
"OFICINA ASSEGURANCES";"MAPFRE";"689";"RB";"XAVIER CUGAT";"44";"";"N";"";"";"N";"";"BS";"3";"7466";"484545";"4648959";"2,81340711";"41,99248788"
"?";"Toher SL";"424";"CR";"ALFRED NOBEL";"9";"";"N";"";"";"N";"";"BS";"";"7538";"483837";"4649282";"2,80485037";"41,99538281"
"CENTRE D'EMPRESES AMB LABORATORIS";"CENTRE D'EMPRESES - GIROEMPRÈN";"716";"CR";"PIC DE PEGUERA";"11";"";"N";"";"";"N";"";"";"";"12170";"486462";"4646086";"2,83661769";"41,96664702"
"BAR-RESTAURANT (CAT. 3)";"MC KIERNANS";"330";"RB";"LLIBERTAT";"34";"";"N";"";"";"N";"";"BS";"2";"5748";"485451";"4648006";"2,82436906";"41,98392181"
"OFICINA BANCÀRIA";"LA CAIXA";"166";"CR";"CREU";"31";"";"N";"";"";"N";"";"BS";"";"1493";"485164";"4647069";"2,82092815";"41,97547722"
"?";"Impermeabilitzacions Antoni Jiménez, parets i pàrkings";"549";"CR";"ROQUES ALTES";"4";"";"N";"";"";"N";"";"BS";"";"7540";"483824";"4649309";"2,80469266";"41,99562572"
"?";"Farmàcia Llda. Campasol i Teixidor";"311";"CR";"JOSEP MARIA PRAT I ROCA";"4";"";"N";"";"";"N";"";"BS";"";"7553";"483777";"4649231";"2,80412735";"41,99492224"
"?";"Escola Bressol Baldufa";"311";"CR";"JOSEP MARIA PRAT I ROCA";"14";"";"N";"";"";"N";"";"BS";"";"7579";"483728";"4649350";"2,80353244";"41,99599301"
"?";"Centre Social Taialà";"311";"CR";"JOSEP MARIA PRAT I ROCA";"14";"";"N";"";"";"N";"";"ST";"";"7579";"483728";"4649350";"2,80353244";"41,99599301"
"BAR";"CAPILLA";"25";"CR";"ANETO";"16";"";"N";"";"";"N";"";"BS";"";"7668";"483642";"4649298";"2,80249553";"41,99552289"
"?";"Miquel Quintana SA (Giblock)";"241";"CR";"RIERA GARRAP";"1";"";"N";"";"";"N";"";"BS";"";"7721";"483312";"4649292";"2,79851135";"41,99546192"
"FABRICACIÓ DE MOTLLOS I MATRIUS";"Indema SL., matrices para cortar y embutir,útiles, moldes";"241";"CR";"RIERA GARRAP";"8";"";"N";"";"";"N";"";"BS";"";"7727";"483245";"4649253";"2,79770352";"41,99510924"
"TALLER MANTENIMENT I REPARACIÓ MAQUINÀRIA INDUSTRIAL";"Smitter: Serveis de Mecànica Industrial del Ter S.L.";"241";"CR";"RIERA GARRAP";"12";"";"N";"";"";"N";"";"BS";"";"7728";"483239";"4649220";"2,79763202";"41,99481190"
"?";"Luque, fusters";"241";"CR";"RIERA GARRAP";"14";"";"N";"";"";"N";"";"BS";"";"7729";"483234";"4649207";"2,79757202";"41,99469470"
"?";"Fusteria Toledo";"241";"CR";"RIERA GARRAP";"18";"";"N";"";"";"N";"";"BS";"";"7731";"483226";"4649181";"2,79747617";"41,99446036"
"?";"Metálicas Copado, carpinteria y aluminio";"241";"CR";"RIERA GARRAP";"16";"";"N";"";"";"N";"";"BS";"";"7730";"483230";"4649194";"2,79752410";"41,99457753"
"?";"Metálicas Copado";"241";"CR";"RIERA GARRAP";"16";"";"N";"";"";"N";"";"BS";"";"7730";"483230";"4649194";"2,79752410";"41,99457753"
"?";"Metitec";"241";"CR";"RIERA GARRAP";"22";"";"N";"";"";"N";"";"";"";"7732";"483174";"4649161";"2,79684892";"41,99427912"
"?";"Ferrer Maquinària";"241";"CR";"RIERA GARRAP";"38";"";"N";"";"";"N";"";"";"";"10958";"483219";"4648957";"2,79739806";"41,99244273"
"BAR RESTAURANT (CAT. 3)";"BÓ DE BÓ";"809";"CR";"ADRI";"17";"";"N";"";"";"N";"";"";"";"10197";"483231";"4648900";"2,79754456";"41,99192961"
"Taller mecànic amb planxa i pintura";"Tallers Palau";"604";"CR";"SANTIAGO";"24";"";"N";"";"";"N";"";"";"";"2436";"484713";"4646313";"2,81550422";"41,96865956"
"VENDA AL DETALL DE CATIFES I ARTICLES DE LA LLAR";"COMERCIAL ALADINO";"434";"PG";"OLOT";"113";"";"N";"";"";"N";"";"BS";"1";"5686";"483645";"4646941";"2,80259734";"41,97429430"
"OFICINES ADMINISTRATIVES D'UNA SUCURSAL BANCÀRIA";"BANC SABADELL, SA";"313";"PL";"JOSEP PLA";"4";"";"N";"";"";"N";"";"EN";"";"3709";"485254";"4647966";"2,82199195";"41,98355788"
"ESTANC";"ESTANC SAETA";"624";"CT";"TAIALÀ";"50";"";"N";"";"";"N";"";"BS";"1";"7515";"483895";"4649177";"2,80555353";"41,99443830"
"OFICINA D'INFORMÀTICA";"GABINET DE SOFTWARE PROFESSIONAL";"304";"CR";"JOAQUIM VAYREDA";"42";"";"N";"";"";"N";"";"BS";"1";"4042";"484636";"4648092";"2,81452844";"41,98468091"
"CONSULTA DE NATUROPATIA";"";"386";"CR";"MIGDIA";"1";"";"N";"";"";"N";"B";"4";"3";"1276";"485228";"4647349";"2,82169360";"41,97800028"
"VENDA AL DETALL DE PA I ARTICLES DE PASTISSERIA";"FLECA MARTINEZ";"281";"CR";"ILLA DE LA GOMERA";"3";"";"N";"";"";"N";"";"BS";"";"7132";"485390";"4650921";"2,82356019";"42,01017500"
"PIS TUTELAT DE REINSERCIÓ PER A PERSONES SENSE LLAR";"CENTRE D'ACOLLIMENT I SERVEIS SOCIALS";"589";"PL";"SANT PONÇ";"9";"";"N";"";"";"N";"";"5";"2";"7295";"485172";"4649131";"2,82097269";"41,99404908"
"PIS TUTELAT DE REINSERCIÓ PER A PERSONES SENSE LLAR";"CENTRE D'ACOLLIMENT I SERVEIS SOCIALS";"589";"PL";"SANT PONÇ";"13";"";"N";"";"";"N";"";"6";"1";"7295";"485172";"4649131";"2,82097269";"41,99404908"
"SEU SOCIAL";"FUNDACIÓ PRIVADA ONCOLLIGA GIRONA";"245";"PL";"CAMIL GEIS";"4";"";"N";"";"";"N";"";"BS";"";"8596";"485346";"4650181";"2,82304729";"42,00350929"
"ASSESSORIA LABORAL-FISCAL";"ASSESSORIA JOAQUIM CAMPS";"434";"PG";"OLOT";"47";"";"N";"";"";"N";"";"BS";"";"10801";"484015";"4646998";"2,80706162";"41,97481528"
"PERRUQUERIA I CENTRE D'ESTÈTICA I MASSATGES";"OU YI";"576";"CR";"SANT JOAN BAPTISTA DE LA SALLE";"40";"";"N";"";"";"N";"";"BS";"1";"1372";"484928";"4647368";"2,81807196";"41,97816573"
"CENTRE D'ESTÈTICA I BRONZEJAT ARTIFICIAL";"PERFUMS-CENTRE D'ESTÈTICA";"512";"CR";"RAMON MUNTANER";"10";"";"N";"";"";"N";"";"BS";"1";"5608";"484460";"4647298";"2,81242480";"41,97752617"
"OFICINES D'EMPRESA CONSTRUCTORA";"CONSTRUCCIONS I REHABILITACIONS CAIBA";"296";"CR";"JOAN MARAGALL";"47";"";"N";"";"";"N";"";"BS";"1";"2692";"485070";"4647211";"2,81978996";"41,97675439"
"CENTRE DE PODOLOGIA";"CENTRE DEL PEU MERCADAL";"602";"PL";"SANTA SUSANNA";"7";"";"N";"";"";"N";"";"BS";"L1";"3810";"485262";"4648032";"2,82208687";"41,98415247"
"?";"FAURIA";"229";"CR";"FRANCESC DE CIURANA I HERNÁNDEZ";"2";"";"N";"";"";"N";"";"BS";"1";"1398";"485034";"4647294";"2,81935332";"41,97750126"
"PENSIÓ D'ESTUDIANTS";"HABITACIONS";"56";"CR";"BARCELONA";"85";"";"N";"";"";"N";"";"1";"";"1570";"484704";"4646677";"2,81538613";"41,97193781"
"?";"EIS";"585";"AV";"SANT NARCÍS";"32";"";"N";"";"";"N";"";"EN";"1";"5501";"484546";"4647288";"2,81346312";"41,97743780"
