"Descripcio";"Nom_comercial";"Codi_carrer";"Nom_carrer";"Numero_inf";"Lletra_inf";"Accessori_inf";"Numero_sup";"Lletra_sup";" Accessori_sup";"Escala";"Pis";"Porta";"Id_edifici";"utm_x_etrs89";" utm_y_etrs89";"lon";"lat"
"PERRUQUERIA";"GALA";"0158";"Carrer del Cor de Maria";"9";"-";"N";"";"-";"N";"-";"BS";"2";"2649";"484960";"4647085";"2,81846545";"41,97561746"
" ";"-";"0158";"Carrer del Cor de Maria";"10";"-";"N";"";"-";"N";"-";"3";"4";"2658";"484928";"4647086";"2,81807919";"41,97562585"
"PERRUQUERIA";"INNOVA'T PERRUQUERIA";"0158";"Carrer del Cor de Maria";"10";"-";"N";"";"-";"N";"-";"BS";"2";"2658";"484928";"4647086";"2,81807919";"41,97562585"
"INTERMEDIACIÓ LABORAL";"LA PORTA DE SERVEI";"0158";"Carrer del Cor de Maria";"10";"-";"N";"";"-";"N";"-";"BS";"2";"2658";"484928";"4647086";"2,81807919";"41,97562585"
"SUPERMERCAT D'ALIMENTACIÓ";"VALVI";"0158";"Carrer del Cor de Maria";"10";"-";"N";"";"-";"N";"-";"BS";"1";"2658";"484928";"4647086";"2,81807919";"41,97562585"
" ";"-";"0158";"Carrer del Cor de Maria";"10";"-";"N";"";"-";"N";"-";"1";"-";"2658";"484928";"4647086";"2,81807919";"41,97562585"
"HABITATGE D'ÚS TURÍSTIC";"-";"0158";"Carrer del Cor de Maria";"10";"-";"N";"";"-";"N";"-";"7";"2";"2658";"484928";"4647086";"2,81807919";"41,97562585"
"BAR RESTAURANT (CAT. 3)";"ALL I CEBA";"0160";"Carrer de Còrsega";"2";"-";"S";"";"-";"N";"-";"BS";"-";"6804";"485443";"4650298";"2,82421569";"42,00456486"
"RESTAURACIO OBJECTES ARTISTICS";"TALLER DE RESTAURACIÓ DE LA CORT REIAL";"0161";"Carrer de la Cort Reial";"1";"-";"N";"";"-";"N";"-";"BS";"2";"5798";"485542";"4648085";"2,82546564";"41,98463501"
"BAR AMB MÚSICA DE FONS AMBIENTAL";"BROTS DE VI";"0161";"Carrer de la Cort Reial";"1";"-";"N";"";"-";"N";"-";"BS";"3";"5798";"485542";"4648085";"2,82546564";"41,98463501"
"BAR-RESTAURANT (CAT.1)";"MAGUEY";"0161";"Carrer de la Cort Reial";"1";"-";"N";"";"-";"N";"-";"BS";"1";"5798";"485542";"4648085";"2,82546564";"41,98463501"
"LLIBRERIA";"LLIBRERIA ULYSSUS";"0161";"Carrer de la Cort Reial";"1";"A";"N";"";"-";"N";"-";"BS";"-";"5792";"485522";"4648089";"2,82522410";"41,98467067"
"BAR RESTAURANT (CAT. 3)";"DRAPS";"0161";"Carrer de la Cort Reial";"2";"-";"N";"";"-";"N";"-";"BS";"-";"11230";"485549";"4648112";"2,82554947";"41,98487832"
"HABITATGE D'ÚS TURÍSTIC";"-";"0161";"Carrer de la Cort Reial";"2";"-";"N";"";"-";"N";"-";"3";"1";"11230";"485549";"4648112";"2,82554947";"41,98487832"
"AGÈNCIA DE VIATGES";"VIATGES VIÑOLAS";"0161";"Carrer de la Cort Reial";"3";"-";"N";"";"-";"N";"-";"BS";"A";"5791";"485513";"4648096";"2,82511528";"41,98473355"
"GALERIA I BOTIGA D'OBJECTES DE REGAL";"ART EN BRUT GALLERY SHOP";"0161";"Carrer de la Cort Reial";"3";"-";"N";"";"-";"N";"-";"BS";"B";"5791";"485513";"4648096";"2,82511528";"41,98473355"
"HABITATGE D'ÚS TURÍSTIC";"NICE STUDIO";"0161";"Carrer de la Cort Reial";"3";"-";"N";"";"-";"N";"-";"1";"1";"5791";"485513";"4648096";"2,82511528";"41,98473355"
"HABITATGE D'ÚS TURÍSTIC";"-";"0161";"Carrer de la Cort Reial";"3";"-";"N";"";"-";"N";"-";"2";"1";"5791";"485513";"4648096";"2,82511528";"41,98473355"
"HABITATGE D'ÚS TURÍSTIC";"-";"0161";"Carrer de la Cort Reial";"3";"-";"N";"";"-";"N";"-";"2";"2";"5791";"485513";"4648096";"2,82511528";"41,98473355"
"BAR";"MUSEU DEL VI";"0161";"Carrer de la Cort Reial";"4";"-";"N";"";"-";"N";"-";"BS";"-";"5800";"485535";"4648111";"2,82538049";"41,98486905"
"BOTIGA AMB DEGUSTACIÓ DE CAFÈ TORREFACTAT ARTESANAL";"ESPRESSO MAFIA";"0161";"Carrer de la Cort Reial";"5";"-";"N";"";"-";"N";"-";"BS";"1";"5790";"485505";"4648087";"2,82501893";"41,98465234"
"HABITATGE D'ÚS TURÍSTIC";"BRAVÍSSIMO";"0161";"Carrer de la Cort Reial";"5";"-";"N";"";"-";"N";"-";"1";"B";"5790";"485505";"4648087";"2,82501893";"41,98465234"
"HABITATGE D'ÚS TURÍSTIC";"BRAVÍSSIMO";"0161";"Carrer de la Cort Reial";"5";"-";"N";"";"-";"N";"-";"3";"B";"5790";"485505";"4648087";"2,82501893";"41,98465234"
"HABITATGE D'ÚS TURÍSTIC";"BRAVÍSSIMO";"0161";"Carrer de la Cort Reial";"5";"-";"N";"";"-";"N";"-";"1";"A";"5790";"485505";"4648087";"2,82501893";"41,98465234"
"HABITATGE D'ÚS TURÍSTIC";"BRAVÍSSIMO";"0161";"Carrer de la Cort Reial";"5";"-";"N";"";"-";"N";"-";"2";"B";"5790";"485505";"4648087";"2,82501893";"41,98465234"
"HABITATGE D'ÚS TURÍSTIC";"BRAVÍSSIMO";"0161";"Carrer de la Cort Reial";"5";"-";"N";"";"-";"N";"-";"2";"A";"5790";"485505";"4648087";"2,82501893";"41,98465234"
"HABITATGE D'ÚS TURÍSTIC";"BRAVÍSSIMO";"0161";"Carrer de la Cort Reial";"5";"-";"N";"";"-";"N";"-";"3";"A";"5790";"485505";"4648087";"2,82501893";"41,98465234"
"RESTAURANT";"TAJ INDIAN";"0161";"Carrer de la Cort Reial";"6";"-";"N";"";"-";"N";"-";"BS";"-";"5801";"485531";"4648109";"2,82533226";"41,98485096"
"RESTAURANT";"CAL ROS";"0161";"Carrer de la Cort Reial";"7";"A";"N";"";"-";"N";"-";"BS";"-";"5787";"485509";"4648066";"2,82506774";"41,98446327"
"HABITATGE D'ÚS TURÍSTIC";"-";"0161";"Carrer de la Cort Reial";"7";"A";"N";"";"-";"N";"-";"2";"1";"5787";"485509";"4648066";"2,82506774";"41,98446327"
"HABITATGE D'ÚS TURÍSTIC";"-";"0161";"Carrer de la Cort Reial";"7";"A";"N";"";"-";"N";"-";"3";"4";"5787";"485509";"4648066";"2,82506774";"41,98446327"
"ELABORACIÓ I VENDA DE XURROS I COMPLEMENTS";"MONTSE L'ARTESANA";"0161";"Carrer de la Cort Reial";"9";"-";"N";"";"-";"N";"-";"BS";"2";"5788";"485491";"4648057";"2,82485067";"41,98438188"
"BAR RESTAURANT (CAT. 3)";"ZANPANZAR";"0161";"Carrer de la Cort Reial";"10";"-";"N";"";"-";"N";"-";"BS";"-";"5803";"485523";"4648106";"2,82523576";"41,98482380"
"HABITATGE D'ÚS TURÍSTIC";"-";"0161";"Carrer de la Cort Reial";"12";"-";"N";"";"-";"N";"-";"3";"-";"5804";"485515";"4648108";"2,82513913";"41,98484166"
"HABITATGE D'ÚS TURÍSTIC";"-";"0161";"Carrer de la Cort Reial";"12";"-";"N";"";"-";"N";"-";"1";"-";"5804";"485515";"4648108";"2,82513913";"41,98484166"
"HABITATGE D'ÚS TURÍSTIC";"REIXACH VIDAL";"0161";"Carrer de la Cort Reial";"12";"-";"N";"";"-";"N";"-";"2";"1";"5804";"485515";"4648108";"2,82513913";"41,98484166"
"HABITATGE D'ÚS TURÍSTIC";"-";"0161";"Carrer de la Cort Reial";"12";"-";"N";"";"-";"N";"-";"4";"-";"5804";"485515";"4648108";"2,82513913";"41,98484166"
"VENDA DE FORMATGES";"CAL FORMATGER";"0161";"Carrer de la Cort Reial";"12";"-";"N";"";"-";"N";"-";"BS";"-";"5804";"485515";"4648108";"2,82513913";"41,98484166"
"BOTIGA DE VENDA DE PA, BRIOXERIA I ALTRES AMB DEGUSTACIÓ";"SANTA GLÒRIA";"0161";"Carrer de la Cort Reial";"12";"-";"N";"";"-";"N";"-";"BS";"-";"5804";"485515";"4648108";"2,82513913";"41,98484166"
"HABITATGE D'ÚS TURÍSTIC";"BRAVÍSSIMO";"0161";"Carrer de la Cort Reial";"13";"-";"N";"";"-";"N";"-";"2";"1";"5834";"485487";"4648087";"2,82480164";"41,98465201"
"ELABORACIÓ I VENDA DE PLATS ELABORATS";"VOLVER";"0161";"Carrer de la Cort Reial";"13";"-";"N";"";"-";"N";"-";"BS";"1";"5834";"485487";"4648087";"2,82480164";"41,98465201"
"LLOGUER DE BICICLETES I GESTIÓ D'APARTAMENTS TURÍSTICS";"BRAVÍSSIMO";"0161";"Carrer de la Cort Reial";"13";"-";"N";"";"-";"N";"-";"BS";"2";"5834";"485487";"4648087";"2,82480164";"41,98465201"
"HABITATGE D'ÚS TURÍSTIC";"-";"0161";"Carrer de la Cort Reial";"13";"-";"N";"";"-";"N";"-";"EN";"1";"5834";"485487";"4648087";"2,82480164";"41,98465201"
"HABITATGE D'ÚS TURÍSTIC";"BRAVÍSSIMO RAÏMS PENTHOUSE";"0161";"Carrer de la Cort Reial";"13";"-";"N";"";"-";"N";"-";"4";"2";"5834";"485487";"4648087";"2,82480164";"41,98465201"
"HABITATGE D'ÚS TURÍSTIC";"-";"0161";"Carrer de la Cort Reial";"13";"-";"N";"";"-";"N";"-";"EN";"2";"5834";"485487";"4648087";"2,82480164";"41,98465201"
"BAR-RESTAURANT (CAT. 3)";"CREPERIA BRETONNE";"0161";"Carrer de la Cort Reial";"14";"-";"N";"";"-";"N";"-";"BS";"-";"5807";"485522";"4648126";"2,82522319";"41,98500391"
"HABITATGE D'ÚS TURÍSTIC";"-";"0161";"Carrer de la Cort Reial";"14";"-";"N";"";"-";"N";"-";"2";"2";"5807";"485522";"4648126";"2,82522319";"41,98500391"
"HABITATGE D'ÚS TURÍSTIC";"-";"0161";"Carrer de la Cort Reial";"14";"-";"N";"";"-";"N";"-";"2";"1";"5807";"485522";"4648126";"2,82522319";"41,98500391"
"HABITATGE D'ÚS TURÍSTIC";"-";"0161";"Carrer de la Cort Reial";"14";"-";"N";"";"-";"N";"-";"1";"1";"5807";"485522";"4648126";"2,82522319";"41,98500391"
"BAR RESTAURANT (CAT.1)";"VINTAGES";"0161";"Carrer de la Cort Reial";"15";"B";"N";"";"-";"N";"-";"BS";"-";"5821";"485485";"4648103";"2,82477710";"41,98479608"
"HABITATGE D'ÚS TURÍSTIC";"-";"0161";"Carrer de la Cort Reial";"15";"-";"N";"";"-";"N";"-";"4";"1";"5833";"485489";"4648096";"2,82482556";"41,98473311"
"BAR";"LA POMA";"0161";"Carrer de la Cort Reial";"16";"-";"N";"";"-";"N";"-";"BS";"-";"5808";"485512";"4648130";"2,82510237";"41,98503976"
"TATUATGES-PIERCING-BOTIGA DE ROBA";"-";"0161";"Carrer de la Cort Reial";"17";"-";"N";"";"-";"N";"-";"BS";"2";"5832";"485495";"4648108";"2,82489770";"41,98484130"
"BAR RESTAURANT (CAT.1)";"L'ESTRELLA DEL MAR";"0161";"Carrer de la Cort Reial";"17";"-";"N";"";"-";"N";"-";"BS";"1";"5832";"485495";"4648108";"2,82489770";"41,98484130"
"HABITATGE D'ÚS TURÍSTIC";"-";"0161";"Carrer de la Cort Reial";"17";"-";"N";"";"-";"N";"-";"3";"2";"5832";"485495";"4648108";"2,82489770";"41,98484130"
"BAR I LLIBRERIA";"BAR LLIBRERIA CONTEXT";"0161";"Carrer de la Cort Reial";"18";"-";"N";"";"-";"N";"-";"BS";"1";"5809";"485511";"4648142";"2,82509001";"41,98514782"
"BOTIGA DE ROBA";"DELICADA GRETA";"0161";"Carrer de la Cort Reial";"18";"-";"N";"";"-";"N";"-";"BS";"2";"5809";"485511";"4648142";"2,82509001";"41,98514782"
"SERVEI DE CONTROL DE PLAGUES I CONTROL DE LEGIONEL·LA";"BITXOS.NET";"0161";"Carrer de la Cort Reial";"18";"-";"N";"";"-";"N";"-";"PR";"1";"5809";"485511";"4648142";"2,82509001";"41,98514782"
"HABITATGE D'ÚS TURÍSTIC";"-";"0161";"Carrer de la Cort Reial";"19";"-";"N";"";"-";"N";"-";"4";"-";"5831";"485488";"4648120";"2,82481290";"41,98494925"
"PERRUQUERIA I ESTÈTICA";"QUATRE CANTONS";"0161";"Carrer de la Cort Reial";"20";"-";"N";"";"-";"N";"-";"-";"-";"5813";"485518";"4648153";"2,82517424";"41,98524702"
"ELABORACIÓ I VENDA DE GELATS";"MADONNA";"0161";"Carrer de la Cort Reial";"22";"-";"N";"";"-";"N";"-";"BS";"2";"5811";"485508";"4648157";"2,82505342";"41,98528286"
"HABITATGE D'ÚS TURÍSTIC";"-";"0161";"Carrer de la Cort Reial";"25";"-";"N";"27";"-";"N";"-";"4";"2";"5827";"485491";"4648142";"2,82484857";"41,98514745"
"ELABORACIÓ I VENDA DE MENJARS PER EMPORTAR";"FUKU SUSHI";"0161";"Carrer de la Cort Reial";"25";"-";"N";"27";"-";"N";"-";"BS";"-";"5827";"485491";"4648142";"2,82484857";"41,98514745"
"FLORISTERIA";"FLORISTERIA SANT NARCIS";"0162";"Carrer de la Corunya";"8";"-";"N";"";"-";"N";"-";"BS";"1";"5269";"484362";"4646617";"2,81126001";"41,97139070"
"RE-ENVASAMENT D'ALIMENTS CÀRNICS";"TRIGIMOP";"0163";"Carrer de la Costa Brava";"8";"-";"N";"";"-";"N";"-";"-";"-";"9101";"484172";"4646208";"2,80897785";"41,96770318"
"DESPATX D'ARQUITECTE I GARATGE";"-";"0163";"Carrer de la Costa Brava";"19";"-";"N";"";"-";"N";"-";"BS";"1";"5297";"484161";"4646482";"2,80883772";"41,97017079"
"ACADÈMIA D'ENSENYAMENT";"MC'S SCHOOL";"0163";"Carrer de la Costa Brava";"44";"-";"N";"";"-";"N";"-";"BS";"1";"5291";"484210";"4646533";"2,80942773";"41,97063111"
"GROW SHOP";"ROOTS GROW SHOP";"0165";"Carrer del Costabona";"4";"-";"N";"";"-";"N";"-";"BS";"-";"5376";"483825";"4647273";"2,80476077";"41,97728823"
"TALLER DE PLANXISTERIA";"PLANXA I PINTURA MUÑOZ";"0165";"Carrer del Costabona";"6";"-";"N";"";"-";"N";"-";"-";"-";"5375";"483815";"4647272";"2,80464010";"41,97727902"
"VENDA MAJOR APARELLS ELECTRONICS I SANIT";"REDIS GIRONA: REPRESENTACIONES Y DISTRIBUCIONES";"0165";"Carrer del Costabona";"39";"-";"N";"";"-";"N";"-";"BS";"-";"5411";"483585";"4647277";"2,80186378";"41,97731929"
"MAGATZEM";"GERSAL";"0165";"Carrer del Costabona";"40";"-";"N";"";"-";"N";"-";"-";"-";"12877";"483468";"4647333";"2,80044997";"41,97782122"
"CONSTRUCCIÓ DE MAQUINÀRIA";"MECANIQUES CARANDELL";"0165";"Carrer del Costabona";"49";"-";"N";"";"-";"N";"-";"-";"-";"5476";"483484";"4647299";"2,80064405";"41,97751533"
"OFICINA BANCÀRIA";"BANQUE CHAABI DU MAROC";"0166";"Carrer de la Creu";"2";"B";"N";"";"-";"N";"-";"BS";"-";"1530";"485361";"4647074";"2,82330582";"41,97552594"
"CENTRE DE TERÀPIES NATURALS";"AMBAR";"0166";"Carrer de la Creu";"2";"B";"N";"";"-";"N";"-";"EN";"3";"1530";"485361";"4647074";"2,82330582";"41,97552594"
"DESPATX D'ADVOCATS";"-";"0166";"Carrer de la Creu";"2";"B";"N";"";"-";"N";"-";"EN";"5";"1530";"485361";"4647074";"2,82330582";"41,97552594"
"HABITATGE D'ÚS TURÍSTIC";"-";"0166";"Carrer de la Creu";"3";"-";"N";"";"-";"N";"-";"6";"4";"1528";"485342";"4647026";"2,82307769";"41,97509326"
"AUTOSERVEI D'ALIMENTACIÓ";"SUPERMERCAT I FRUITERIA FERRAN";"0166";"Carrer de la Creu";"4";"-";"N";"";"-";"N";"-";"BS";"1";"1530";"485361";"4647074";"2,82330582";"41,97552594"
"HABITATGE D'ÚS TURÍSTIC";"-";"0166";"Carrer de la Creu";"5";"-";"N";"";"-";"N";"-";"6";"2";"1528";"485342";"4647026";"2,82307769";"41,97509326"
"BAR";"S-BAR-JO";"0166";"Carrer de la Creu";"5";"-";"N";"";"-";"N";"-";"BS";"-";"1528";"485342";"4647026";"2,82307769";"41,97509326"
"SERVEIS INFORMÀTICS";"XB INNOVA";"0166";"Carrer de la Creu";"6";"-";"N";"";"-";"N";"-";"BS";"2";"1531";"485339";"4647080";"2,82304013";"41,97557957"
"ESCAPE ROOM";"IMAGINA GIRONA";"0166";"Carrer de la Creu";"6";"-";"N";"";"-";"N";"-";"BS";"1";"1531";"485339";"4647080";"2,82304013";"41,97557957"
"HABITATGE D'ÚS TURÍSTIC";"-";"0166";"Carrer de la Creu";"6";"-";"N";"";"-";"N";"-";"3";"2";"1531";"485339";"4647080";"2,82304013";"41,97557957"
"BAR RESTAURANT (CAT. 3)";"LA CREU";"0166";"Carrer de la Creu";"7";"-";"N";"";"-";"N";"-";"BS";"-";"1527";"485322";"4647034";"2,82283609";"41,97516494"
"CENTRE MÈDIC";"ADALIA";"0166";"Carrer de la Creu";"8";"-";"N";"";"-";"N";"-";"BS";"1";"1532";"485324";"4647082";"2,82285903";"41,97559730"
"VENDA I MANTENIMENT D'ASCENSORS";"ORONA SC";"0166";"Carrer de la Creu";"8";"-";"N";"";"-";"N";"-";"BS";"2";"1532";"485324";"4647082";"2,82285903";"41,97559730"
"CLINICA DENTAL";"CLÍNICA PERIODONTAL JORGINA ESTANY";"0166";"Carrer de la Creu";"8";"-";"N";"";"-";"N";"-";"1";"2";"1532";"485324";"4647082";"2,82285903";"41,97559730"
"OFICINA CONSULAR";"CONSULADO DE MARRUECOS";"0166";"Carrer de la Creu";"9";"-";"N";"";"-";"N";"-";"BS";"-";"1526";"485305";"4647043";"2,82263067";"41,97524569"
" ";"GRAN MURALLA";"0166";"Carrer de la Creu";"10";"-";"N";"";"-";"N";"-";"BS";"1";"1533";"485309";"4647085";"2,82267790";"41,97562404"
"VENDA PA I BOLLERIA AMB DEGUSTACIÓ";"ANTIGA CASA BELLSOLÀ";"0166";"Carrer de la Creu";"10";"-";"N";"";"-";"N";"-";"BS";"2";"1533";"485309";"4647085";"2,82267790";"41,97562404"
"ESTANC";"ESTANC DE LA CREU";"0166";"Carrer de la Creu";"14";"-";"N";"";"-";"N";"-";"BS";"1";"1455";"485287";"4647086";"2,82241234";"41,97563264"
"CENTRE D'ESTÈTICA";"MAYTE VIVAS";"0166";"Carrer de la Creu";"14";"-";"N";"";"-";"N";"-";"EN";"E";"1455";"485287";"4647086";"2,82241234";"41,97563264"
"ACADEMIA D'ENSENYANÇA";"EICA";"0166";"Carrer de la Creu";"14";"-";"N";"";"-";"N";"-";"EN";"2";"1455";"485287";"4647086";"2,82241234";"41,97563264"
"TRADUCCIONS I SERVEIS";"ARABIKA";"0166";"Carrer de la Creu";"16";"-";"N";"";"-";"N";"-";"BS";"-";"1456";"485274";"4647088";"2,82225538";"41,97565041"
"FARMÀCIA";"FARMÀCIA TERESA NOGUERA NIETO";"0166";"Carrer de la Creu";"18";"-";"N";"";"-";"N";"-";"BS";"1";"1457";"485263";"4647094";"2,82212246";"41,97570424"
"COMERÇ AL DETALL DE BEGUDES I ALTRES PRODUCTES ALIMENTARIS ESPECIALITZATS";"VINALIUM";"0166";"Carrer de la Creu";"18";"-";"N";"";"-";"N";"-";"BS";"2";"1457";"485263";"4647094";"2,82212246";"41,97570424"
"ESTUDI DE SERVEIS AMBIENTALS I TÈCNICS";"TRAÇA, ESTUDI DE SERVEIS AMBIENTALS";"0166";"Carrer de la Creu";"19";"-";"N";"";"-";"N";"-";"3";"2";"1512";"485259";"4647060";"2,82207503";"41,97539794"
"COMERÇ AL DETALL D'ALIMENTACIÓ I COMPLEMENTS PER ANIMALS";"MIRCAT";"0166";"Carrer de la Creu";"20";"-";"N";"";"-";"N";"-";"BS";"2";"1458";"485251";"4647099";"2,82197749";"41,97574905"
"COMPRA VENDA D'OR I PLATA";"BANKORO";"0166";"Carrer de la Creu";"20";"-";"N";"";"-";"N";"-";"BS";"1";"1458";"485251";"4647099";"2,82197749";"41,97574905"
"PSICOPEDAGOGIA I SUPORT EDUCATIU";"ESPAIS DE VIDA SUSANNA ARJONA";"0166";"Carrer de la Creu";"20";"-";"N";"";"-";"N";"-";"EN";"4";"1458";"485251";"4647099";"2,82197749";"41,97574905"
" ";"-";"0166";"Carrer de la Creu";"20";"-";"N";"";"-";"N";"-";"EN";"5";"1458";"485251";"4647099";"2,82197749";"41,97574905"
"AUTOESCOLA";"RACC AUTOESCOLA L'ESTEL";"0166";"Carrer de la Creu";"21";"-";"S";"";"-";"N";"-";"BS";"-";"1495";"485208";"4647074";"2,82145910";"41,97552308"
"PERRUQUERIA, CENTRE D'ESTÈTICA I MASSATGES";"SUNSHINE";"0166";"Carrer de la Creu";"22";"-";"N";"";"-";"N";"-";"BS";"-";"1459";"485238";"4647100";"2,82182055";"41,97575781"
"BAR RESTAURANT (CAT. 1) AMB COMERÇ AL DETALL DE PRODUCTES ALIMENTARIS";"KRONOS";"0166";"Carrer de la Creu";"23";"-";"N";"";"-";"N";"-";"BS";"-";"11898";"485198";"4647076";"2,82133835";"41,97554090"
"SUPERMERCAT ECOLÒGIC";"BIO BROTS";"0166";"Carrer de la Creu";"24";"-";"N";"";"-";"N";"-";"BS";"2";"1438";"485212";"4647108";"2,82150653";"41,97582938"
"OFICINA BANCÀRIA";"CAIXA TERRASSA (BBVA)";"0166";"Carrer de la Creu";"24";"-";"N";"";"-";"N";"-";"BS";"1";"1438";"485212";"4647108";"2,82150653";"41,97582938"
"NOTARIA";"-";"0166";"Carrer de la Creu";"24";"-";"N";"";"-";"N";"-";"EN";"-";"1438";"485212";"4647108";"2,82150653";"41,97582938"
"OFICINA DE CONCILIACIÓ, MEDIACIÓ I ARBITRATGE DE CONFLICTES LABORALS";"DELEGACIÓ DE GIRONA DEL TRIBUNAL LABORAL DE CATALUNYA";"0166";"Carrer de la Creu";"30";"-";"N";"";"-";"N";"-";"1";"-";"1439";"485192";"4647113";"2,82126500";"41,97587404"
"BOTIGA DE FOTOGRAFIA";"MÉS QUE IMATGES";"0166";"Carrer de la Creu";"30";"-";"N";"";"-";"N";"-";"BS";"1";"1439";"485192";"4647113";"2,82126500";"41,97587404"
"BAR";"MONET";"0166";"Carrer de la Creu";"30";"-";"N";"";"-";"N";"-";"BS";"2";"1439";"485192";"4647113";"2,82126500";"41,97587404"
"AGÈNCIA DE VIATGES";"VIATGES CARREFOUR";"0166";"Carrer de la Creu";"30";"-";"N";"";"-";"N";"-";"BS";"3";"1439";"485192";"4647113";"2,82126500";"41,97587404"
"OFICINA BANCÀRIA";"LA CAIXA";"0166";"Carrer de la Creu";"31";"-";"N";"";"-";"N";"-";"BS";"-";"1493";"485164";"4647069";"2,82092815";"41,97547722"
"APARCAMENTS PÚBLICS DE VEHICLES";"-";"0166";"Carrer de la Creu";"31";"-";"N";"";"-";"N";"-";"ST";"-";"1493";"485164";"4647069";"2,82092815";"41,97547722"
"COMERCIAL-BASAR";"DOS MIL";"0166";"Carrer de la Creu";"32";"-";"N";"";"-";"N";"-";"BS";"1";"1419";"485168";"4647118";"2,82097519";"41,97591862"
"AGENCIA DE VIATGES";"VIATGES TEJEDOR";"0166";"Carrer de la Creu";"32";"-";"N";"";"-";"N";"-";"BS";"2";"1419";"485168";"4647118";"2,82097519";"41,97591862"
"CENTRE DE MASSATGES I TERÀPIES ALTERNATIVES";"FREELIFECARE";"0166";"Carrer de la Creu";"32";"-";"N";"";"-";"N";"-";"EN";"A";"1419";"485168";"4647118";"2,82097519";"41,97591862"
"SUPERSERVEI";"SPAR";"0166";"Carrer de la Creu";"33";"-";"N";"35";"-";"N";"-";"BS";"1";"2621";"485114";"4647081";"2,82032434";"41,97558435"
"VENDA CONFECCIO TOT TIPUS I CALCAT FI";"ELENA ROSSINI";"0166";"Carrer de la Creu";"33";"-";"N";"35";"-";"N";"-";"BS";"2";"2621";"485114";"4647081";"2,82032434";"41,97558435"
"VENDA AL DETALL OPTICA";"OPTICA SOLA";"0166";"Carrer de la Creu";"33";"-";"N";"35";"-";"N";"-";"BS";"3";"2621";"485114";"4647081";"2,82032434";"41,97558435"
"VENDA DE MENJARS PER EMPORTAR";"HAPPY GIRONA";"0166";"Carrer de la Creu";"33";"-";"N";"35";"-";"N";"-";"BS";"4";"2621";"485114";"4647081";"2,82032434";"41,97558435"
"SERVEIS ADMINISTRATIUS";"ASISGRUP";"0166";"Carrer de la Creu";"34";"-";"N";"";"-";"N";"-";"1";"2";"1420";"485146";"4647123";"2,82070952";"41,97596324"
"BAR SENSE ELEMENTS DE COCCIÓ";"EL CAFÈ";"0166";"Carrer de la Creu";"34";"-";"N";"";"-";"N";"-";"BS";"2";"1420";"485146";"4647123";"2,82070952";"41,97596324"
"BAR AMB SERVEI DE FLECA";"SANT PAU";"0166";"Carrer de la Creu";"34";"-";"N";"";"-";"N";"-";"BS";"1";"1420";"485146";"4647123";"2,82070952";"41,97596324"
"CLÍNICA DENTAL";"-";"0166";"Carrer de la Creu";"34";"-";"N";"";"-";"N";"-";"1";"1";"1420";"485146";"4647123";"2,82070952";"41,97596324"
"VDA.MN. D'APARELLS FOTOGRAFICS";"FOTO VIDEO MACHUCA";"0166";"Carrer de la Creu";"36";"-";"N";"38";"-";"N";"-";"BS";"3";"2685";"485105";"4647136";"2,82021432";"41,97607955"
"VENDA DE ROBA";"BOUTIQUE PARIS";"0166";"Carrer de la Creu";"36";"-";"N";"38";"-";"N";"-";"BS";"1";"2685";"485105";"4647136";"2,82021432";"41,97607955"
"OFICINA ADMINISTRATIVA D'UNA MÚTUA D'ACCIDENTS DE TREBALL";"FRATERNIDAD MUPRESPA";"0166";"Carrer de la Creu";"37";"-";"N";"";"-";"N";"A";"BS";"2";"2620";"485082";"4647086";"2,81993798";"41,97562878"
"BAR";"EXPRÉSSATÉ";"0166";"Carrer de la Creu";"37";"-";"N";"";"-";"N";"A";"BS";"1";"2620";"485082";"4647086";"2,81993798";"41,97562878"
"CLASSES DE PILATES";"PILATES ROOM";"0166";"Carrer de la Creu";"37";"-";"N";"";"-";"N";"-";"EN";"1";"2620";"485082";"4647086";"2,81993798";"41,97562878"
" ";"-";"0166";"Carrer de la Creu";"37";"-";"N";"";"-";"N";"-";"EN";"2";"2620";"485082";"4647086";"2,81993798";"41,97562878"
" ";"-";"0166";"Carrer de la Creu";"39";"-";"N";"";"-";"N";"-";"EN";"2";"2634";"485054";"4647103";"2,81959958";"41,97578137"
"BAR SENSE ELEMENTS DE COCCIÓ";"DOLMA";"0166";"Carrer de la Creu";"39";"-";"N";"";"-";"N";"-";"BS";"1";"2634";"485054";"4647103";"2,81959958";"41,97578137"
"BAR RESTAURANT (CAT. 3)";"BRAVO BRAVO BRAVO";"0166";"Carrer de la Creu";"39";"-";"N";"";"-";"N";"-";"BS";"2";"2634";"485054";"4647103";"2,81959958";"41,97578137"
"CENTRE D'ESTÈTICA";"ELHA";"0166";"Carrer de la Creu";"39";"-";"N";"";"-";"N";"-";"EN";"1";"2634";"485054";"4647103";"2,81959958";"41,97578137"
"VENDA D'ARTICLES DE DROGUERIA, PERFUMERIA, HIGIENE I ALTRES";"CLAREL";"0166";"Carrer de la Creu";"39";"-";"N";"";"-";"N";"-";"BS";"3";"2634";"485054";"4647103";"2,81959958";"41,97578137"
" ";"ASISGRAN";"0166";"Carrer de la Creu";"39";"-";"N";"";"-";"N";"-";"EN";"3";"2634";"485054";"4647103";"2,81959958";"41,97578137"
